	key	val
859	Q8NFH3_tran	NUP43
860	Q99805_tran	TM9SF2
861	P31431_tran	SDC4
862	P62256_tran	UBE2H
863	Q96EK6_tran	GNPNAT1
864	Q14690_tran	PDCD11
865	P14927_tran	UQCRB
866	P28838_tran	LAP3
867	P35790_tran	CHKA
868	O00743_tran	PPP6C
869	Q9UNL2_tran	SSR3
870	P42892_tran	ECE1
871	P53582_tran	METAP1
872	Q5BJD5_tran	TMEM41B
873	P17655_tran	CAPN2
874	Q14108_tran	SCARB2
875	Q9HA64_tran	FN3KRP
876	Q9Y676_tran	MRPS18B
877	Q9HCC0_tran	MCCC2
878	P62318_tran	SNRPD3
879	P27144_tran	AK4_ LOC100507855
880	Q9BYG4_tran	PARD6G
881	P07711_tran	CTSL_ CTSL1
882	Q9GZZ9_tran	UBA5
883	Q9NVA2_tran	SEPT11
884	O43617_tran	TRAPPC3
885	P61966_tran	AP1S1
886	P27816_tran	MAP4
887	O15371_tran	EIF3D
888	P63302_tran	SEPW1_ SELENOW
889	P63173_tran	RPL38
890	O00505_tran	KPNA3
891	Q13409_tran	DYNC1I2
892	Q15393_tran	SF3B3
893	O95425_tran	SVIL
894	P49959_tran	MRE11A_ MRE11
895	P24666_tran	ACP1
896	P35613_tran	BSG
897	Q8NHP8_tran	PLBD2
898	P07741_tran	APRT
899	Q13619_tran	CUL4A
900	Q14257_tran	RCN2
901	O14936_tran	CASK
902	Q8N9N8_tran	EIF1AD
903	O60762_tran	DPM1
904	O60443_tran	DFNA5_ GSDME
905	Q9UBU8_tran	MORF4L1
906	O75844_tran	ZMPSTE24
907	Q16822_tran	Q16822_tran
908	P22234_tran	PAICS
909	P46063_tran	RECQL
910	P49914_tran	MTHFS
911	Q9NQC3_tran	RTN4
912	P30041_tran	PRDX6
913	Q13155_tran	AIMP2
914	Q4J6C6_tran	PREPL
915	Q9NYK5_tran	MRPL39
916	Q12769_tran	NUP160
917	Q9BRX2_tran	PELO
918	Q9H6R4_tran	NOL6
919	P56589_tran	PEX3
920	Q07812_tran	BAX
921	Q14643_tran	ITPR1
922	P49790_tran	NUP153
923	Q9NPJ3_tran	ACOT13
924	P46100_tran	ATRX
925	O95573_tran	ACSL3
926	Q15125_tran	EBP
927	P10606_tran	COX5B
928	P62847_tran	RPS24
929	O43684_tran	BUB3
930	P35268_tran	RPL22
931	P0DTC2_tran	P0DTC2_tran
932	P55735_tran	SEC13
933	Q03252_tran	LMNB2
934	Q9Y520_tran	PRRC2C
935	Q96CP2_tran	FLYWCH2
936	Q9H832_tran	UBE2Z
937	Q15424_tran	SAFB
938	Q9UL46_tran	PSME2
939	P61020_tran	RAB5B
940	Q96IZ0_tran	PAWR
941	P61247_tran	RPS3A
942	Q8IV48_tran	ERI1
943	O75506_tran	HSBP1
944	Q71UI9_tran	H2AFV
945	Q5RKV6_tran	EXOSC6
946	O00148_tran	DDX39A
947	P51948_tran	MNAT1
948	P42167_tran	TMPO
949	Q9Y5S9_tran	RBM8A_ LOC101060541
950	Q99459_tran	CDC5L
951	Q92905_tran	COPS5
952	P67775_tran	PPP2CA
953	P00403_tran	COX2
954	Q15363_tran	TMED2
955	P30519_tran	HMOX2
956	Q9H583_tran	HEATR1
957	Q9GZL7_tran	WDR12
958	O15357_tran	INPPL1
959	Q9H2U1_tran	DHX36
960	P05387_tran	RPLP2
961	Q9Y282_tran	ERGIC3
962	Q96CV9_tran	OPTN
963	Q9Y5L4_tran	TIMM13
964	Q9NSD9_tran	FARSB
965	Q8WVC0_tran	LEO1
966	Q9Y2B0_tran	CNPY2
967	Q9NZ45_tran	CISD1
968	A6NHR9_tran	SMCHD1
969	Q96E39_tran	RBMXL1
970	O60749_tran	SNX2
971	O60231_tran	DHX16
972	P10515_tran	DLAT
973	Q7L0Y3_tran	TRMT10C
974	P16615_tran	ATP2A2
975	Q9P035_tran	PTPLAD1_ HACD3
976	Q96DG6_tran	CMBL
977	P51809_tran	VAMP7
978	Q9NZT2_tran	OGFR
979	Q9BTD8_tran	RBM42
980	Q96DC8_tran	ECHDC3
981	O60784_tran	TOM1
982	P04080_tran	CSTB
983	Q14151_tran	SAFB2
984	Q06787_tran	FMR1
985	Q9HB07_tran	C12orf10
986	P41223_tran	BUD31
987	Q96G23_tran	CERS2
988	O75947_tran	ATP5H
989	Q96QK1_tran	VPS35
990	Q9NZ09_tran	UBAP1
991	Q03405_tran	PLAUR
992	P31947_tran	SFN
993	Q96H20_tran	SNF8
994	Q9NQX3_tran	GPHN
995	P31689_tran	DNAJA1
996	Q9BYD2_tran	MRPL9
997	P30043_tran	BLVRB
998	Q8IYU8_tran	EFHA1_ MICU2
999	Q8NFH5_tran	NUP35
1000	Q8WUY8_tran	NAT14
1001	Q9H993_tran	C6orf211_ ARMT1
1002	Q7Z406_tran	MYH14
1003	P78310_tran	CXADR
1004	Q13510_tran	ASAH1
1005	O60684_tran	KPNA6
1006	Q9UJ70_tran	NAGK
1007	Q9BWJ5_tran	SF3B5
1008	P48739_tran	PITPNB
1009	Q9UDY2_tran	TJP2
1010	Q86SE5_tran	RALYL
1011	Q96TA1_tran	FAM129B
1012	O00161_tran	SNAP23
1013	Q9UFW8_tran	CGGBP1
1014	O60610_tran	DIAPH1
1015	Q9Y678_tran	COPG1
1016	Q9Y5M8_tran	SRPRB
1017	Q96AQ6_tran	PBXIP1
1018	P24534_tran	EEF1B2
1019	Q9UID3_tran	VPS51
1020	Q9NVS9_tran	PNPO
1021	Q86X55_tran	CARM1
1022	Q9NVV5_tran	AIG1
1023	Q9Y376_tran	CAB39
1024	O75150_tran	RNF40
1025	O76021_tran	RSL1D1
1026	P82932_tran	MRPS6
1027	P49023_tran	PXN
1028	Q9UHG3_tran	PCYOX1
1029	Q4G0I0_tran	C16orf91
1030	P40261_tran	NNMT
1031	P28066_tran	PSMA5
1032	Q8NEZ5_tran	FBXO22
1033	Q99584_tran	S100A13
1034	O00264_tran	PGRMC1
1035	O60832_tran	DKC1
1036	P60953_tran	CDC42
1037	O43592_tran	XPOT
1038	Q32P44_tran	EML3
1039	Q04721_tran	NOTCH2
1040	P16278_tran	GLB1
1041	P52292_tran	KPNA2
1042	P30086_tran	PEBP1
1043	Q15287_tran	RNPS1
1044	Q9H4I3_tran	TRABD
1045	Q9Y6H1_tran	CHCHD2
1046	Q96RT1_tran	ERBB2IP_ ERBIN
1047	Q9UI10_tran	EIF2B4
1048	Q9UJS0_tran	SLC25A13
1049	P12236_tran	SLC25A6
1050	P62995_tran	TRA2B
1051	Q99798_tran	ACO2
1052	P55327_tran	TPD52
1053	Q6IAA8_tran	LAMTOR1
1054	Q08379_tran	GOLGA2
1055	O95202_tran	LETM1
1056	O75208_tran	COQ9
1057	O00471_tran	EXOC5
1058	P60660_tran	MYL6
1059	Q9H082_tran	RAB33B
1060	Q96BH1_tran	RNF25
1061	Q9NX14_tran	NDUFB11
1062	P09104_tran	ENO2
1063	P08579_tran	SNRPB2
1064	O75832_tran	PSMD10
1065	P28074_tran	PSMB5
1066	Q86VS8_tran	HOOK3
1067	P28482_tran	MAPK1
1068	Q8TBP6_tran	SLC25A40
1069	Q99536_tran	VAT1
1070	A0A0B4J2D5_tran	C21orf33_ LOC102724023
1071	P49902_tran	NT5C2
1072	Q86Y56_tran	HEATR2_ DNAAF5
1073	Q14008_tran	CKAP5
1074	Q7L2H7_tran	EIF3M
1075	P62633_tran	CNBP
1076	Q9H9B4_tran	SFXN1
1077	P43155_tran	CRAT
1078	Q96RE7_tran	NACC1
1079	Q9NRX1_tran	PNO1
1080	P23142_tran	FBLN1
1081	Q9BT22_tran	ALG1
1082	Q7Z417_tran	NUFIP2
1083	O60216_tran	RAD21
1084	P62879_tran	GNB2
1085	O60493_tran	SNX3
1086	O60678_tran	PRMT3
1087	P61586_tran	RHOA
1088	P33552_tran	CKS2
1089	Q15154_tran	Q15154_tran
1090	P43686_tran	PSMC4
1091	Q8WUW1_tran	BRK1
1092	O14925_tran	TIMM23
1093	Q00610_tran	CLTC
1094	Q9BWF3_tran	RBM4
1095	P52789_tran	HK2
1096	Q9NP72_tran	RAB18
1097	P18754_tran	RCC1
1098	P21399_tran	ACO1
1099	Q9Y697_tran	NFS1
1100	P46459_tran	NSF
1101	Q969X5_tran	ERGIC1
1102	Q13217_tran	DNAJC3
1103	Q9Y2W2_tran	WBP11
1104	Q96EL3_tran	MRPL53
1105	O95299_tran	NDUFA10
1106	P46926_tran	GNPDA1
1107	Q5JRX3_tran	PITRM1
1108	Q9P0J0_tran	NDUFA13
1109	Q9NVT9_tran	ARMC1
1110	P08243_tran	ASNS
1111	P22061_tran	PCMT1
1112	P0DTC8_tran	P0DTC8_tran
1113	Q8WUH6_tran	C12orf23_ TMEM263
1114	Q8WUR7_tran	C15orf40
1115	Q8TC12_tran	RDH11
1116	Q9Y679_tran	Q9Y679_tran
1117	O14818_tran	PSMA7
1118	P33991_tran	MCM4
1119	Q7Z6K5_tran	C15orf38_ ARPIN
1120	Q6DKI1_tran	RPL7L1
1121	P09132_tran	SRP19
1122	O43674_tran	NDUFB5
1123	Q05D32_tran	CTDSPL2
1124	Q9UKF6_tran	CPSF3
1125	P56211_tran	ARPP19
1126	O43181_tran	NDUFS4
1127	P25788_tran	PSMA3
1128	Q8TAE8_tran	GADD45GIP1
1129	Q16204_tran	CCDC6
1130	Q96DI7_tran	SNRNP40
1131	P82979_tran	SARNP
1132	P05161_tran	ISG15
1133	Q96JB5_tran	CDK5RAP3
1134	P83916_tran	CBX1
1135	Q5JTH9_tran	RRP12
1136	O75438_tran	NDUFB1
1137	Q8N1G4_tran	LRRC47
1138	Q9Y6Y0_tran	IVNS1ABP
1139	Q96IU4_tran	ABHD14B
1140	P52895_tran	AKR1C2
1141	Q00059_tran	TFAM
1142	P61289_tran	PSME3
1143	Q96Q11_tran	TRNT1
1144	Q9BU23_tran	LMF2
1145	A1X283_tran	SH3PXD2B
1146	O00233_tran	PSMD9
1147	Q8NFQ8_tran	TOR1AIP2
1148	Q96EY8_tran	MMAB
1149	O43854_tran	EDIL3
1150	P51452_tran	DUSP3
1151	Q93050_tran	ATP6V0A1
1152	Q9H6S3_tran	EPS8L2
1153	Q9BPX5_tran	ARPC5L
1154	O95816_tran	BAG2
1155	O43598_tran	C6orf108_ DNPH1
1156	A0AVT1_tran	UBA6
1157	Q86Y07_tran	VRK2
1158	Q53GS9_tran	USP39
1159	Q6P1L8_tran	MRPL14
1160	Q96KG9_tran	SCYL1
1161	Q8WUF5_tran	PPP1R13L
1162	Q9Y263_tran	PLAA
1163	P62857_tran	RPS28
1164	Q9UMY1_tran	NOL7
1165	Q9BX68_tran	HINT2
1166	O75131_tran	CPNE3
1167	P08708_tran	RPS17_ RPS17L
1168	Q8WZ82_tran	OVCA2
1169	Q6EEV4_tran	POLR2M
1170	Q969N2_tran	PIGT
1171	P17252_tran	PRKCA
1172	P17980_tran	PSMC3
1173	Q15746_tran	MYLK
1174	P63167_tran	DYNLL1
1175	O75521_tran	ECI2
1176	O94776_tran	MTA2
1177	P52815_tran	MRPL12
1178	Q92783_tran	STAM
1179	O15294_tran	OGT
1180	Q9UNE7_tran	STUB1
1181	Q14839_tran	CHD4
1182	P29218_tran	IMPA1
1183	Q9Y4R8_tran	TELO2
1184	Q9NPF4_tran	OSGEP
1185	Q9NZZ3_tran	CHMP5
1186	P52948_tran	NUP98
1187	Q5JTV8_tran	TOR1AIP1
1188	Q15041_tran	ARL6IP1
1189	Q5T8P6_tran	RBM26
1190	Q06265_tran	EXOSC9
1191	P06280_tran	GLA
1192	Q96B26_tran	EXOSC8
1193	P14550_tran	AKR1A1
1194	P30520_tran	ADSS
1195	Q96C86_tran	DCPS
1196	Q9BVJ6_tran	UTP14A
1197	Q9UNN5_tran	FAF1
1198	P35658_tran	NUP214
1199	Q92598_tran	HSPH1
1200	P21912_tran	SDHB
1201	P32189_tran	GK
1202	P22059_tran	OSBP
1203	P16949_tran	STMN1
1204	Q96AT9_tran	RPE
1205	O95239_tran	KIF4A
1206	O75643_tran	SNRNP200
1207	Q15102_tran	PAFAH1B3
1208	Q9UMY4_tran	SNX12
1209	P63000_tran	RAC1
1210	Q7Z422_tran	SZRD1
1211	Q9NW15_tran	ANO10
1212	Q15070_tran	OXA1L
1213	Q8WXX5_tran	DNAJC9
1214	P52434_tran	POLR2H
1215	Q9HD20_tran	ATP13A1
1216	Q53GQ0_tran	HSD17B12
1217	P42771_tran	CDKN2A
1218	P80217_tran	IFI35
1219	Q9Y2Z0_tran	SUGT1
1220	Q12905_tran	ILF2
1221	A6NHL2_tran	TUBAL3
1222	P62072_tran	TIMM10
1223	P16989_tran	CSDA_ YBX3
1224	Q9NPA8_tran	ENY2
1225	Q9BXS6_tran	NUSAP1
1226	Q07955_tran	SRSF1
1227	Q9BT73_tran	PSMG3
1228	Q8IXT5_tran	RBM12B
1229	Q9GZY8_tran	MFF
1230	Q9Y5K5_tran	UCHL5
1231	Q27J81_tran	INF2
1232	Q93008_tran	USP9X
1233	O14964_tran	HGS
1234	O00116_tran	AGPS
1235	Q5VTR2_tran	RNF20
1236	Q92665_tran	MRPS31
1237	Q9Y3E5_tran	PTRH2
1238	Q9H5V9_tran	CXorf56
1239	O60763_tran	USO1
1240	Q86SX6_tran	GLRX5
1241	Q9BQG0_tran	MYBBP1A
1242	O15355_tran	PPM1G
1243	P04792_tran	HSPB1
1244	P52306_tran	RAP1GDS1
1245	Q92688_tran	ANP32B
1246	P51151_tran	RAB9A
1247	Q32MZ4_tran	LRRFIP1
1248	P45880_tran	VDAC2
1249	P11182_tran	DBT
1250	P09496_tran	CLTA
1251	P48960_tran	CD97_ ADGRE5
1252	Q9Y2L1_tran	DIS3
1253	P36873_tran	PPP1CC
1254	Q9Y3T9_tran	NOC2L
1255	O95140_tran	MFN2
1256	Q16719_tran	KYNU
1257	Q3ZCQ8_tran	TIMM50
1258	Q9Y314_tran	NOSIP
1259	P48735_tran	IDH2
1260	P22392_tran	NME2_ NME1-NME2
1261	P51116_tran	FXR2
1262	Q9NWU2_tran	GID8
1263	P50570_tran	DNM2
1264	Q8NBN3_tran	TMEM87A
1265	Q9UNM6_tran	PSMD13
1266	Q12904_tran	AIMP1
1267	Q13057_tran	COASY
1268	P63092_tran	GNAS
1269	Q9UHR5_tran	SAP30BP
1270	P20908_tran	COL5A1
1271	Q12972_tran	PPP1R8
1272	Q12888_tran	TP53BP1
1273	P84085_tran	ARF5
1274	Q96BN8_tran	FAM105B_ OTULIN
1275	P42166_tran	TMPO
1276	Q06203_tran	PPAT
1277	P55265_tran	ADAR
1278	P11047_tran	LAMC1
1279	Q15907_tran	RAB11B
1280	O00267_tran	SUPT5H
1281	L0R6Q1_tran	SLC35A4
1282	P63010_tran	AP2B1
1283	Q3YEC7_tran	RABL6
1284	Q8TC07_tran	TBC1D15
1285	P00492_tran	HPRT1
1286	Q9UH65_tran	SWAP70
1287	P53680_tran	AP2S1
1288	P78406_tran	RAE1
1289	Q14318_tran	FKBP8
1290	Q9BUN8_tran	DERL1
1291	Q8WVJ2_tran	NUDCD2
1292	Q969V3_tran	NCLN
1293	Q96SU4_tran	OSBPL9
1294	P52657_tran	GTF2A2
1295	Q8WX93_tran	PALLD
1296	Q13085_tran	ACACA
1297	Q9Y277_tran	VDAC3
1298	Q9Y2R0_tran	COA3
1299	P48147_tran	PREP
1300	Q9GZT3_tran	SLIRP
1301	Q9H2U2_tran	PPA2
1302	Q9Y5K6_tran	CD2AP
1303	Q969Z0_tran	TBRG4
1304	Q12965_tran	MYO1E
1305	Q9HD33_tran	MRPL47
1306	P63098_tran	PPP3R1
1307	Q9Y2Y0_tran	ARL2BP
1308	P09543_tran	CNP
1309	Q92743_tran	HTRA1
1310	O75935_tran	DCTN3
1311	Q9NS69_tran	TOMM22
1312	O60488_tran	ACSL4
1313	Q96IJ6_tran	GMPPA
1314	Q12849_tran	GRSF1
1315	P17900_tran	GM2A
1316	Q9H2W6_tran	MRPL46
1317	O75190_tran	DNAJB6
1318	Q14677_tran	CLINT1
1319	O94855_tran	SEC24D
1320	Q86VM9_tran	ZC3H18
1321	Q14527_tran	HLTF
1322	P23368_tran	ME2
1323	Q9NYL4_tran	FKBP11
1324	Q8NBJ7_tran	SUMF2
1325	O15160_tran	POLR1C
1326	P28288_tran	ABCD3
1327	Q03701_tran	CEBPZ
1328	O14949_tran	UQCRQ
1329	Q14739_tran	LBR
1330	P06703_tran	S100A6
1331	P27824_tran	CANX
1332	Q9BQA1_tran	WDR77
1333	Q66PJ3_tran	ARL6IP4
1334	P63279_tran	UBE2I
1335	Q14244_tran	MAP7
1336	Q5T6F2_tran	UBAP2
1337	P15374_tran	UCHL3
1338	Q9H0P0_tran	NT5C3_ NT5C3A
1339	Q01970_tran	PLCB3
1340	Q9NP77_tran	SSU72
1341	P40123_tran	CAP2
1342	Q00325_tran	SLC25A3
1343	Q9BRJ2_tran	MRPL45
1344	Q9Y5X3_tran	SNX5
1345	Q15021_tran	NCAPD2
1346	Q15366_tran	PCBP2
1347	Q10589_tran	BST2
1348	O14907_tran	TAX1BP3
1349	Q9UHL4_tran	DPP7
1350	P61201_tran	COPS2
1351	P82675_tran	MRPS5
1352	Q15843_tran	NEDD8
1353	P10301_tran	RRAS
1354	Q9NR45_tran	NANS
1355	O00541_tran	PES1
1356	Q8N3U4_tran	STAG2
1357	Q14694_tran	USP10
1358	Q3LXA3_tran	DAK_ TKFC
1359	Q6NYC8_tran	PPP1R18
1360	Q9Y3B3_tran	TMED7_ TMED7-TICAM2
1361	Q92879_tran	CELF1
1362	O00592_tran	PODXL
1363	Q14118_tran	DAG1
1364	O43615_tran	TIMM44
1365	P30040_tran	ERP29
1366	O43396_tran	TXNL1
1367	Q9Y237_tran	PIN4
1368	O43818_tran	RRP9
1369	Q15126_tran	PMVK
1370	Q14061_tran	COX17
1371	Q9NQ48_tran	LZTFL1
1372	P63241_tran	EIF5A
1373	Q99590_tran	SCAF11
1374	Q3ZAQ7_tran	VMA21
1375	Q9H0H5_tran	RACGAP1
1376	Q9BV86_tran	NTMT1
1377	Q12792_tran	TWF1
1378	O94905_tran	ERLIN2
1379	P11279_tran	LAMP1
1380	P42126_tran	ECI1
1381	Q9UHA4_tran	LAMTOR3
1382	Q9Y5K8_tran	ATP6V1D
1383	Q9Y6E2_tran	BZW2
1384	P33992_tran	MCM5
1385	Q15075_tran	EEA1
1386	Q7KZN9_tran	COX15
1387	Q9NX24_tran	NHP2
1388	P20674_tran	COX5A
1389	P98175_tran	RBM10
1390	P61088_tran	UBE2N
1391	P52756_tran	RBM5
1392	Q9UKY7_tran	CDV3
1393	O15514_tran	POLR2D
1394	O75718_tran	CRTAP
1395	Q9UI30_tran	TRMT112
1396	Q96GM5_tran	SMARCD1
1397	P27797_tran	CALR
1398	Q9H4A3_tran	WNK1
1399	P49755_tran	TMED10
1400	O43294_tran	TGFB1I1
1401	Q96EE3_tran	SEH1L
1402	Q9GZN8_tran	C20orf27
1403	Q8IVL6_tran	LEPREL2_ P3H3
1404	P40616_tran	ARL1
1405	A0FGR8_tran	ESYT2
1406	P0DTD2_tran	P0DTD2_tran
1407	P61024_tran	CKS1B
1408	Q14789_tran	GOLGB1
1409	P55039_tran	DRG2
1410	Q15165_tran	Q15165_tran
1411	Q5VW32_tran	BROX
1412	Q8TEX9_tran	IPO4
1413	O14828_tran	SCAMP3
1414	P17480_tran	UBTF
1415	P62253_tran	UBE2G1
1416	P11441_tran	UBL4A
1417	Q9BY44_tran	EIF2A
1418	Q8IVF2_tran	AHNAK2
1419	Q15418_tran	RPS6KA1
1420	Q9BQB6_tran	VKORC1
1421	Q96SB4_tran	SRPK1
1422	Q9NRG9_tran	AAAS
1423	Q9NQ55_tran	PPAN_ PPAN-P2RY11
1424	P23381_tran	WARS
1425	Q9NQ92_tran	COPRS
1426	P41227_tran	NAA10
1427	Q9Y3D0_tran	FAM96B
1428	P13987_tran	CD59
1429	Q9NU22_tran	MDN1
1430	P16333_tran	NCK1
1431	O15056_tran	SYNJ2
1432	O14777_tran	NDC80
1433	P28290_tran	SSFA2
1434	Q9BSH4_tran	TACO1
1435	P50897_tran	PPT1
1436	Q9UPQ0_tran	LIMCH1
1437	O60271_tran	SPAG9
1438	Q3B726_tran	TWISTNB
1439	Q8IY81_tran	FTSJ3
1440	Q5T6V5_tran	C9orf64
1441	Q92785_tran	DPF2
1442	Q9H3R5_tran	CENPH
1443	Q9BYD3_tran	MRPL4
1444	Q92820_tran	GGH
1445	P19387_tran	POLR2C
1446	Q6UXI9_tran	NPNT
1447	Q8IWX8_tran	CHERP
1448	Q13523_tran	PRPF4B
1449	Q9NYH9_tran	UTP6
1450	Q00403_tran	GTF2B
1451	O00499_tran	BIN1
1452	O43414_tran	ERI3
1453	P05114_tran	HMGN1
1454	Q5F1R6_tran	DNAJC21
1455	Q9HC35_tran	EML4
1456	Q96HY6_tran	DDRGK1
1457	O75489_tran	NDUFS3
1458	Q9Y2K7_tran	KDM2A
1459	P31150_tran	GDI1
1460	P11908_tran	PRPS2
1461	O00139_tran	KIF2A
1462	Q9Y2Z4_tran	YARS2
1463	O14787_tran	TNPO2
1464	Q9Y5X1_tran	SNX9
1465	Q9BUK6_tran	MSTO1
1466	O60220_tran	TIMM8A
1467	O95487_tran	SEC24B
1468	Q96KA5_tran	CLPTM1L
1469	P63096_tran	GNAI1
1470	Q16637_tran	SMN1_ SMN2
1471	Q9BPX3_tran	NCAPG
1472	O75940_tran	SMNDC1
1473	Q9NZL4_tran	Q9NZL4_tran
1474	P68036_tran	UBE2L3
1475	Q13136_tran	PPFIA1
1476	O60563_tran	CCNT1
1477	P40222_tran	TXLNA
1478	Q15435_tran	PPP1R7
1479	Q13636_tran	RAB31
1480	Q567U6_tran	CCDC93
1481	P32456_tran	GBP2
1482	P52564_tran	MAP2K6
1483	Q9BRT3_tran	MIEN1
1484	A6NM45_tran	CLDN24
1485	O00560_tran	SDCBP
1486	Q14914_tran	PTGR1
1487	Q15645_tran	TRIP13
1488	Q9NZL9_tran	MAT2B
1489	P46776_tran	RPL27A
1490	Q86V21_tran	AACS
1491	P0DTC9_tran	P0DTC9_tran
1492	P62805_tran	HIST1H4A_ HIST1H4F_ HIST1H4D_ HIST1H4J_ HIST2H4A_ HIST2H4B_ HIST1H4H_ HIST1H4C_ HIST4H4_ HIST1H4E_ HIST1H4I_ HIST1H4B_ HIST1H4K_ HIST1H4L
1493	P0DTC7_tran	P0DTC7_tran
1494	P35579_tran	MYH9
1495	P06733_tran	ENO1
1496	P21333_tran	FLNA
1497	P09382_tran	LGALS1
1498	Q04695_tran	KRT17
1499	P10809_tran	HSPD1
1500	P07737_tran	PFN1
1501	P20810_tran	CAST
1502	Q00839_tran	HNRNPU
1503	P07355_tran	ANXA2
1504	Q14204_tran	DYNC1H1
1505	P22626_tran	HNRNPA2B1
1506	P17987_tran	TCP1
1507	P31327_tran	CPS1
1508	P38646_tran	HSPA9
1509	P21266_tran	GSTM3
1510	P63104_tran	YWHAZ
1511	P60709_tran	ACTB
1512	Q99832_tran	CCT7
1513	P47712_tran	PLA2G4A
1514	P04075_tran	ALDOA
1515	Q02790_tran	FKBP4
1516	Q06830_tran	PRDX1
1517	P00568_tran	AK1
1518	Q96A33_tran	CCDC47
1519	P16152_tran	CBR1_ SETD4
1520	P43487_tran	RANBP1
1521	P10599_tran	TXN
1522	P52209_tran	PGD
1523	Q9Y5B9_tran	SUPT16H
1524	O14980_tran	XPO1
1525	P18124_tran	RPL7
1526	O43242_tran	PSMD3
1527	P61978_tran	HNRNPK
1528	Q9Y3U8_tran	RPL36
1529	P13797_tran	PLS3
1530	P50502_tran	ST13
1531	P62753_tran	RPS6
1532	P08195_tran	SLC3A2
1533	P49736_tran	MCM2
1534	P62906_tran	RPL10A
1535	P25786_tran	PSMA1
1536	Q9UBR2_tran	CTSZ
1537	P62495_tran	ETF1
1538	Q9HDC9_tran	APMAP
1539	P25705_tran	ATP5A1
1540	P55209_tran	NAP1L1
1541	O00231_tran	PSMD11
1542	P11498_tran	PC
1543	P09874_tran	PARP1
1544	O15212_tran	PFDN6
1545	P49321_tran	NASP
1546	P46940_tran	IQGAP1
1547	Q16543_tran	CDC37
1548	P53004_tran	BLVRA
1549	P29692_tran	EEF1D
1550	P54577_tran	YARS
1551	P62750_tran	RPL23A
1552	Q9P2J5_tran	LARS
1553	P31949_tran	S100A11
1554	P11177_tran	PDHB
1555	P41252_tran	IARS
1556	Q12931_tran	TRAP1
1557	O43847_tran	O43847_tran
1558	Q96C36_tran	PYCR2
1559	P12956_tran	XRCC6
1560	O95861_tran	BPNT1
1561	P49189_tran	ALDH9A1
1562	O15372_tran	EIF3H
1563	Q5VZK9_tran	LRRC16A_ CARMIL1
1564	Q01105_tran	SET
1565	P18085_tran	ARF4
1566	O75694_tran	NUP155
1567	O00410_tran	IPO5
1568	P21796_tran	VDAC1
1569	Q14192_tran	FHL2
1570	P62263_tran	RPS14
1571	P07814_tran	EPRS
1572	O75533_tran	SF3B1
1573	P11413_tran	G6PD
1574	Q9NTJ3_tran	SMC4
1575	Q92616_tran	GCN1L1_ GCN1
1576	Q7L2E3_tran	DHX30
1577	P35237_tran	SERPINB6
1578	Q02978_tran	SLC25A11
1579	Q9Y2X3_tran	NOP58
1580	Q9BRA2_tran	TXNDC17
1581	P61221_tran	ABCE1
1582	O95274_tran	LYPD3
1583	Q9Y295_tran	DRG1
1584	P05198_tran	EIF2S1
1585	P67809_tran	YBX1
1586	P55263_tran	ADK
1587	O75116_tran	ROCK2
1588	O95373_tran	IPO7
1589	P62942_tran	FKBP1A
1590	O00469_tran	PLOD2
1591	P43490_tran	NAMPT
1592	Q08J23_tran	NSUN2
1593	P32119_tran	PRDX2
1594	P53396_tran	ACLY
1595	P24844_tran	MYL9
1596	Q8TAT6_tran	NPLOC4
1597	O75964_tran	ATP5L
1598	O43772_tran	SLC25A20
1599	Q9Y696_tran	CLIC4
1600	Q9UKK9_tran	NUDT5
1601	P55145_tran	MANF
1602	Q86UE4_tran	MTDH
1603	O00154_tran	ACOT7
1604	Q9P2B2_tran	PTGFRN
1605	Q9P2T1_tran	GMPR2
1606	Q16181_tran	SEPT7
1607	O14744_tran	PRMT5
1608	P83731_tran	RPL24
1609	Q9NYL9_tran	TMOD3
1610	O75347_tran	TBCA
1611	Q13620_tran	CUL4B
1612	Q14019_tran	COTL1
1613	Q9Y617_tran	PSAT1
1614	Q9NX63_tran	CHCHD3
1615	P39748_tran	FEN1
1616	P62308_tran	SNRPG
1617	Q9Y2A7_tran	NCKAP1
1618	O43252_tran	PAPSS1
1619	Q13435_tran	SF3B2
1620	Q9Y4L1_tran	HYOU1
1621	Q52LJ0_tran	FAM98B
1622	P33176_tran	KIF5B
1623	P80723_tran	BASP1
1624	Q9BTV4_tran	TMEM43
1625	Q7L576_tran	CYFIP1
1626	Q15046_tran	KARS
1627	Q96I24_tran	FUBP3
1628	Q99497_tran	PARK7
1629	Q08945_tran	SSRP1
1630	P24941_tran	CDK2
1631	P25398_tran	RPS12
1632	Q07866_tran	KLC1
1633	Q9H3U1_tran	UNC45A
1634	Q9UJZ1_tran	STOML2
1635	Q9UNH7_tran	SNX6
1636	P30050_tran	RPL12
1637	P61081_tran	UBE2M
1638	Q04917_tran	YWHAH
1639	O15258_tran	RER1
1640	P61964_tran	WDR5
1641	P43034_tran	PAFAH1B1
1642	Q9UJW0_tran	DCTN4
1643	O15460_tran	P4HA2
1644	Q13765_tran	NACA
1645	P49257_tran	LMAN1
1646	P09234_tran	SNRPC
1647	Q9BS26_tran	ERP44
1648	P14324_tran	FDPS
1649	Q9NRF8_tran	CTPS2
1650	Q9BXJ9_tran	NAA15
1651	O14737_tran	PDCD5
1652	Q14684_tran	RRP1B
