	2,3-diP-glyceric Acid To	2,3-dihydroxyisovaleric 	2-hydroxy-3-methylbutryi	2-methylcitric Acid	2P Glyceric and 3P Glyce	3-Deoxy-2-keto-6P-glucon	6P Gluconic Acid	ADP Total	AMP Total	ATP Total	Butyric Acid	Cis-Aconitic Acid	Citraconic and Itaconic 	Citric Acid	Cyclic AMP	Erythrose 4P	Fructose 1,6-bisP	Fructose 6P	Fumaric Acid	GDP Total	GMP Total	GTP Total	Galactose 1P	Gluconic Acid	Glucosamine 1P	Glucose 1P and Mannose 1	Glucose 6P	Glyceric Acid	Glycerol 3P	Isocitric Acid	Malic Acid	Mannose 6P	Mevalonic acid	Phosphoenolpyruvic Acid	Pyruvic and Oxaloacetic 	Sedoheptulose 7P	Succinic Acid Total	Trans-Aconitic Acid	Xylonic Acid Total
C33	19.1432038226513	13.8237652797897	19.613242711117	16.9315685693242	19.0505926724665	9.15228484230658	12.8376279331714	17.9657842846621	17.5432131126978	16.4735789248608	19.2302268848887	16.082648042353	15.682775179067	23.8575679878804	13.4120405145517	11.6393407086522	9.71252700043982	14.6096404744368	14.4767462039395	15.312741174041	15.1316962235978	12.5313814605163	14.5203731363397	21.0425998817129	12.9311068330293	13.3581017074408	15.5980525001616	19.7747484595814	16.7859632470773	20.2649923030494	19.5261171188745	14.7575983558239	14.7099453802325	14.0275604822488	18.8392283971775	13.919980595049	18.7763559194032	15.00579996351	20.4873847243858
C34	15.4608398130301	10.240791332162	20.6364405337805	14.682775179067	16.5716341518571	6.54997714277182	11.3826240265749	16.919980595049	15.508042334429	15.4799065448328	21.2477143116175	16.6800298023282	14.8870301732477	24.0525839702855	12.8533095554037	8.11493918433111	8.85174904141606	13.0768155970508	14.9837061926593	14.2659080092311	15.0950673016071	11.7228075311695	12.7813597135247	16.4496000619263	11.813781191217	12.4817994316658	13.9837061926593	17.1256556214405	16.7731392067197	20.8268711906575	19.7487824935825	12.4304525516655	12.4767462039395	13.4252159032994	18.5049430957701	12.5216004397237	20.1703554289113	13.7936033092794	17.0318734751199
C35	13.8336807486547	10.3442959079158	20.1825301428574	14.7679775016039	16.6239957674139	9.19721669311005	11.270295326472	17.7602001510122	16.0680224785928	16.1984450414524	20.9459238623012	16.6662240028032	13.7936033092794	24.3031274319361	12.2905948880826	5.54519131522599	9.90689059560852	13.0171563863831	14.2437690319619	15.1984450414524	15.3717766443379	12.393390457444	12.2585660338899	16.5656971268492	11.8376279331714	12.8217739819706	14.0784844174114	16.7986742988268	16.0847253573856	20.9315685693242	19.2877123795495	12.3525952311343	12.3470676571659	12.3162815317462	17.9881520976905	13.4640351521899	20.6186292576641	13.7834075421735	16.5341204667958
C36	15.9106427304696	13.3442959079158	21.7715281568137	15.5686686933805	17.6522848118453	10.3219280948874	13.6882503091332	17.4971657451784	16.1476819277705	16.8361490042455	22.7735416882514	16.9881520976905	14.4893462407191	25.0608515862691	14.0014081943928	10.652844973002	11.9549232920303	13.7206717868256	15.9035994534655	16.1849528051243	15.0275604822488	13.3303567169579	12.8297227350861	18.2922137717844	12.4278366034585	13.5386739530827	15.4252159032994	18.3233362892802	16.4560334952892	21.1078913419646	21.1142608668404	13.7627972624982	14.2949078809537	13.7206717868256	18.8545275335603	14.6882503091332	21.2125248831552	14.6662240028032	17.7859632470773
C37	16.896521622225	11.7895336449704	19.8651412075852	14.1674181458317	17.2604050335537	9.04165915163722	12.1861142395416	17.9544689714343	16.3870075838872	16.1256556214405	22.3725207673538	17.6024089052057	13.8917837032183	25.2926350581185	13.0498485494506	10.0901124196643	8.4353636461813	13.2526654324503	14.5264992391366	15.1984450414524	14.6382096266336	12.2761244052742	11.9439799143437	17.0210667201633	11.0014081943928	12.7813597135247	14.3091921069599	17.1849528051243	15.7233409736015	21.6408592050475	19.4616393115493	12.8356556908398	13.4893462407191	13.3853231761759	18.535639892993	13.1147183891884	20.3100801925779	14.2949078809537	17.4893462407191
C38	17.2137117981057	10.876516946565	21.7055648944353	16.4252159032994	16.1713331958351	8.40514146313634	11.6073303137496	16.9657842846621	16.2967011627767	15.5507467853832	21.7795654758791	15.5295525631141	13.2363132270428	23.7076725573973	13.1081977225358	6.84989836233091	8.20945336562895	13.4252159032994	14.4186432493759	14.103287808412	15.1595560280588	11.8376279331714	12.0396045179538	17.340823716009	12.5264992391366	12.0532471259124	14.0867996856235	18.6800298023282	15.7602001510122	20.4676214695644	19.690298137782	13.2333200827308	12.3442959079158	12.2644426002266	18.943064208162	12.9621730311097	20.4576373809918	13.6882503091332	17.1556088435421
C39	13.5745935273376	12.3553510964248	20.3962368363276	15.7206717868256	16.5671836751939	7.8008998999203	11.9068905956085	17.2419086899363	16.4830599778717	15.1316962235978	21.7097771457223	16.4719926739688	14.0532471259124	23.8670283171295	13.5018371849023	8.3602136355834	9.43617090548769	14.2585660338899	14.2949078809537	14.5447229977555	14.7418882727353	11.1674181458317	11.7099453802325	20.0950673016071	12.4767462039395	12.813781191217	15.103287808412	16.9770115400853	15.4020794045014	20.5823331284411	19.5823331284411	14.4576373809918	15.0361736125535	12.1736771363034	17.0638163676226	13.5386739530827	20.5068809000116	14.7885144326066	18.979804754977
C4	16.5552481776182	10.7976615258538	19.0795264507113	15.4862065331885	16.7986742988268	5.68650052718322	12.0834793273318	17.9657842846621	15.9499178792031	15.8557444843207	22.1332024304938	16.8846475219367	14.0867996856235	24.010519910719	12.5933911227917	9.66888498426625	8.35166268377038	12.6073303137496	13.6991386252759	15.1516508299734	14.2659080092311	11.8415643477306	12.0084286220706	16.5280267088832	10.2877123795494	12.0734721539765	13.6662240028032	16.9770115400853	15.7153185523313	20.6452643841675	18.8392283971775	12.9747730678893	12.6302671250268	13.7206717868256	18.1849528051243	12.2934716488381	20.2302268848887	13.3987436919382	16.5033909761574
C40	15.791061114717	11.2288186904959	19.8950426932991	13.655083445198	16.9881520976905	5.85798099512757	12.2227949028681	17.3494885771361	16.0574841187989	15.2511865035243	21.7875582666327	15.6325408765469	13.3581017074408	22.9477082719794	11.7772553151919	10.0223678130285	6.880638366335	13.3717766443379	13.6772791913122	14.813781191217	14.0014081943928	10.9439799143437	11.103287808412	16.733968609439	10.6348110501717	11.7976615258538	14.444756089695	16.9082987900013	15.4512111118323	19.7021862159804	18.6557822560815	13.6772791913122	12.940313597146	12.5459297690855	17.4252159032994	13.7418882727353	20.1703554289113	12.3717766443379	16.1114617398577
C41	14.4640351521899	12.4146852358072	20.5914931277266	14.6937047392253	15.7286645775791	6.90689059560852	11.7895336449704	16.5507467853832	14.9970030152728	15.103287808412	22.0359052291389	16.6096404744368	13.8726748802706	23.5754247590989	13.0917659385168	11.3162815317462	8.59991284218713	13.8533095554037	13.6662240028032	14.1674181458317	13.5018371849023	10.9068905956085	11.4146852358072	17.9770115400853	13.0734721539765	11.61194694182	14.6382096266336	17.4814841229461	15.7859632470773	20.4576373809918	18.5914931277266	13.8533095554037	14.4054074222192	12.4330637651221	17.5432131126978	12.9908130791536	20.4169953964944	14.0784844174114	17.4735789248608
C42	13.2076244682268	14.532599438673	18.7763559194032	16.5995060973031	16.1849528051243	9.17492568250068	13.3717766443379	16.4608398130301	15.2548809870821	15.0532471259124	18.0847253573856	15.2659080092311	15.1195896207411	22.8053817676833	13.1065629404449	10.8217739819706	10.0084286220706	12.9996477365284	13.2688343693438	14.3920490393642	14.0532471259124	11.652844973002	11.8454900509444	19.301174639356	12.1195896207411	11.8572034715082	14.1437020768579	18.2041890239872	15.2877123795494	19.3122980178277	19.2302268848887	12.5386739530827	14.2060986139958	12.2819300269554	17.8423012312271	12.9236988832951	18.598779481805	13.9384769386664	19.4004125122988
