	2,3-diP-glyceric Acid To	2,3-dihydroxyisovaleric 	2-hydroxy-3-methylbutryi	2-methylcitric Acid	2P Glyceric and 3P Glyce	3-Deoxy-2-keto-6P-glucon	6P Gluconic Acid	ADP Total	AMP Total	ATP Total	Butyric Acid	Cis-Aconitic Acid	Citraconic and Itaconic 	Citric Acid	Cyclic AMP	Erythrose 4P	Fructose 1,6-bisP	Fructose 6P	Fumaric Acid	GDP Total	GMP Total	GTP Total	Galactose 1P	Gluconic Acid	Glucosamine 1P	Glucose 1P and Mannose 1	Glucose 6P	Glyceric Acid	Glycerol 3P	Isocitric Acid	Malic Acid	Mannose 6P	Mevalonic acid	Phosphoenolpyruvic Acid	Pyruvic and Oxaloacetic 	Sedoheptulose 7P	Succinic Acid Total	Trans-Aconitic Acid	Xylonic Acid Total
C43	15.0145435965819	11.3608470841797	20.3321064989079	15.6494807389686	16.9770115400853	8.02790599656988	11.8533095554037	17.383636799548	16.9315685693242	16.0595979580648	21.7755524133725	16.9992072861995	14.0532471259124	23.6320082874653	14.0014081943928	9.0172912342334	10.6348110501717	13.8917837032183	14.9925843440058	14.8774758665344	15.532599438673	12.3744961456915	12.6003775531078	18.110442527494	12.4792750302502	12.3498340914572	14.6211361132746	17.6868834733693	17.0425998817129	20.8423012312271	19.9315685693242	13.7834075421735	12.8552578271932	12.8993569229231	18.2877123795495	14.1357092861044	20.8499548037705	14.0617087046606	17.2137117981057
C44	15.8941546076811	11.6348110501717	22.1425807628097	14.9925843440058	17.0210667201633	9.7431513941125	12.3049216695817	17.6800298023282	16.4751634335768	15.7653897071148	22.4092458968895	16.896521622225	14.5507467853832	24.0190314105745	13.6772791913122	11.1861142395416	10.4093909361377	14.6325408765469	15.0145435965819	15.0574841187989	14.9384769386664	11.6483575820097	13.0967151544885	17.993690281232	12.929258408637	13.3853231761759	15.103287808412	17.5804941287773	17.4496000619263	20.7795654758791	19.8530049001305	14.9059510351449	13.6662240028032	13.5745935273376	18.996451420909	14.0447356260569	21.194602975158	13.919980595049	17.194602975158
C45	18.6311202018473	11.3987436919382	19.4087277805108	15.8774758665344	18.7569471732171	6.89481776330794	11.7355560239115	17.3581017074408	17.971408833856	15.467223429821	22.0918434007328	15.5203731363397	13.7099453802325	22.828808994899	12.5555477716471	11.0701209444768	9.73131903102506	13.6772791913122	14.0361736125535	14.8917837032183	15.175237650291	11.4252159032994	11.4356702609366	16.733968609439	11.0566377151132	12.0566377151132	14.9521952199141	17.4971657451784	15.8941546076811	19.5675550730698	19.0976412452709	15.1073805630459	13.006676715309	13.6662240028032	17.8112743356065	12.8037275265531	20.4475837163278	12.1611318829843	16.4398957986045
C46	13.7418882727353	10.8917837032183	18.5394314721554	15.1830150008828	16.5477380355109	8.33985000288462	11.8097681287104	17.733968609439	16.3091921069599	15.7731392067197	21.3321064989079	15.5804941287773	14.0532471259124	23.7795654758791	13.0188956211217	8.36546691694712	8.8703647195834	13.4893462407191	14.1907506496624	14.8087631164504	15.18688801003	12.0154150523867	12.4120405145517	17.0210667201633	9.98013957763916	12.7077904955288	14.3442959079158	16.9770115400853	16.5552481776182	19.616835975841	18.6627518108964	12.5769566647061	11.769011321097	12.8157835441282	17.7859632470773	12.6211361132746	20.3211353810869	12.586370695114	16.2022769030434
C47	15.3717766443379	12.1452953349336	18.4045761372404	16.7602001510122	16.733968609439	7.44294349584873	12.2673719312653	17.232570825357	15.8557444843207	16.4382720561248	21.4526193062251	15.7072512710632	15.0101784040205	23.0156328341127	13.4893462407191	7.2198983395242	9.73640193131829	13.5627194270493	14.337343147274	14.6494807389686	15.2804808103184	12.5338163894334	12.1953722074027	18.6592712421614	12.4067364826917	12.2819300269554	14.2437690319619	18.0847253573856	17.0101784040205	19.7422173171068	19.4496000619263	13.0241007802529	12.8745971924016	12.9125151448024	18.5010596612829	13.2877123795495	20.4775369384295	13.3442959079158	17.8237652797897
C48	15.5980525001616	14.4512111118323	22.3591747421061	18.0210667201633	17.1155314041668	10.2644426002266	12.5459297690855	17.3920490393642	16.5219071025033	15.8533095554037	22.3645279766003	17.5878361041185	15.00579996351	24.828808994899	14.3442959079158	11.4614794472862	10.4408691676109	15.337343147274	15.4153456592753	14.9059510351449	14.6494807389686	11.5840229402575	13.5018371849023	19.896521622225	13.6096404744368	13.5142209093581	15.447987210958	18.9770115400853	17.6382096266336	21.5117140537476	20.2649923030494	15.0101784040205	15.3233362892802	13.7313190310251	19.232570825357	14.3162815317462	21.6186292576641	16.1094225945841	20.1703554289113
C49	14.8087631164504	12.7355560239115	19.5242049979308	17.971408833856	17.733968609439	11.0223678130285	13.6438561897747	18.7438614141974	17.2967011627767	17.4087277805108	22.1142608668404	16.4940430274205	14.3162815317462	23.6430634759743	15.00579996351	11.6302671250268	10.7142455176661	14.7471439981867	15.0145435965819	16.3700743491069	15.4054074222192	13.3581017074408	13.3853231761759	19.3623890658439	12.8376279331714	13.8336807486547	15.4252159032994	18.9459238623012	17.3056342875467	20.7875582666327	19.7811675804756	14.1674181458317	14.4120405145517	13.9837061926593	19.0924887575053	15.4862065331885	21.6843171607313	14.1195896207411	18.4696100226578
C5	16.6662240028032	11.2227949028681	20.2534966642115	14.7260052311286	17.2419086899363	8.95710204156229	12.2288186904959	18.5280267088832	17.232570825357	16.7859632470773	21.8268711906575	16.5612282692516	14.9153192176791	24.10948636152	13.5386739530827	6.99809304153399	10.5117526537674	14.4186432493759	14.3162815317462	15.6909801018888	15.7045521214623	13.1016474500308	12.6794800995054	17.919980595049	11.9218409370745	12.9837061926593	14.9521952199141	17.2419086899363	16.5447229977555	20.8575679878804	19.4991140169679	14.6494807389686	13.0498485494506	13.2045711442492	18.2511865035243	14.0014081943928	20.6452643841675	13.6991386252759	16.9315685693242
C50	14.1357092861044	12.0188956211217	20.535639892993	17.4415177156285	16.3145124388932	9.03066713624694	11.61194694182	16.8237652797897	16.1316962235978	14.5203731363397	22.7097771457223	15.9453523847573	13.9657842846621	23.2678519571886	14.4830599778717	10.868822554775	12.4589192069676	13.4893462407191	15.1357092861044	14.6717621863446	14.7885144326066	12.1736771363034	8.24242704214575	20.6971033156872	12.4792750302502	12.0801513096141	15.0867996856235	17.792332771953	15.4893462407191	19.9170689996291	20.8499548037705	13.0292872269682	13.6882503091332	13.0917659385168	18.2558031315947	12.0014081943928	21.8461330928181	13.6772791913122	17.6096404744368
C51	15.8062475185316	14.2137117981057	19.2786672399464	18.0318734751199	19.1027753967423	6.13134253912326	14.2137117981057	19.9881520976905	18.2922137717844	18.5394314721554	21.1703554289113	17.5731145984117	14.6882503091332	24.0853739054032	14.5804941287773	9.2865134009989	10.7228075311695	15.4830599778717	14.7679775016039	17.194602975158	16.6662240028032	14.3920490393642	14.2585660338899	20.9950715116303	12.6483575820097	15.1357092861044	16.0318734751199	18.2231721273547	17.7273355171066	21.1885791875302	19.7618238934919	15.6211361132746	14.9246269599053	15.5980525001616	18.4087277805108	15.682775179067	20.6540345937953	16.4940430274205	20.6800298023282
C52	15.655083445198	12.4563544151083	21.0950673016071	16.6937047392253	17.4169953964944	9.26912667914942	13.3987436919382	18.7038765442826	17.0318734751199	16.8726748802706	21.4676214695644	17.0847253573856	14.1907506496624	24.1014935707665	14.2212850178105	11.0701209444768	9.06069593168755	14.4576373809918	15.1114617398577	15.9246269599053	15.1713331958351	12.652844973002	14.2804808103184	19.7438614141974	14.0447356260569	14.1984450414524	15.6800298023282	18.0372466472187	18.7955070197481	20.9530482967346	20.1825301428574	15.1114617398577	14.337343147274	13.9837061926593	18.301174639356	14.6438561897747	20.9881520976905	14.6325408765469	18.3451626517334
C53	18.6452643841675	13.2243032093734	19.9459238623012	15.312741174041	17.4333898347451	10.4817994316658	10.3987436919382	17.2041890239872	15.9521952199141	15.8917837032183	22.9441372428272	17.7206717868256	14.3233362892802	25.9605796559832	13.9657842846621	10.5117526537674	10.3772105303886	13.7627972624982	14.8237652797897	14.5203731363397	14.4120405145517	11.7976615258538	13.0515488384404	17.6311202018473	11.769011321097	12.8860775848731	14.4317587491662	18.4415177156285	17.5582413219302	22.1642293261144	19.9459238623012	14.0447356260569	13.6325408765469	13.8726748802706	19.9601377215209	12.4199601778479	21.9315685693242	14.9153192176791	17.340823716009
C55	14.2949078809537	12.8057438721516	19.4496000619263	18.0847253573856	15.8941546076811	6.04439411935845	11.9729797860663	16.175237650291	15.2804808103184	14.6606644774613	22.4221386997704	17.1256556214405	14.1595560280588	23.3778247992137	13.919980595049	11.2288186904959	8.07970677218016	15.467223429821	13.3020676725265	13.8336807486547	13.2659080092311	10.5216004397237	14.2659080092311	23.4551305253812	14.5018371849023	15.0701209444768	15.9903699229404	17.5804941287773	17.4971657451784	20.8346068394371	18.546984866587	15.4284910353322	14.7260052311286	13.9925843440058	18.4775369384295	13.4767462039395	20.1580770991329	15.0574841187989	20.7306558753982
C56	13.2877123795495	10.5117526537674	17.2786672399464	11.9143851321554	16.2695650328392	7.04439411935845	11.3663222142458	17.7536868440535	17.0532471259124	15.1476819277705	22.6627518108964	16.2548809870821	13.3020676725265	23.9042612233284	12.1799090900149	9.5018371849023	9.16992500144231	11.8017083589165	14.2060986139958	14.8581753105755	14.2732128098543	11.4040771362412	8.05084514172701	15.4153456592753	10.0498485494506	13.1721149325331	13.8533095554037	17.2511865035243	13.8533095554037	20.3100801925779	19.0318734751199	12.2318211786574	12.5313814605163	12.3663222142458	18.5507467853832	12.655083445198	20.2763970663216	12.6438561897747	15.3091921069599
C57	14.6096404744368	12.3690520070014	17.8846475219367	14.8726748802706	17.194602975158	9.2336196767597	12.4330637651221	17.8299704293164	15.8678578639728	16.1216144562186	17.9992072861995	14.1830150008828	14.8726748802706	22.9134212226139	12.3077700318907	9.14720492494223	9.82336724004624	12.0834793273318	13.5745935273376	15.1634924426179	14.0784844174114	12.2015113445001	12.3331553503106	16.7602001510122	11.0967151544885	12.9549232920303	13.5980525001616	17.6311202018473	14.9106427304696	18.3277280583973	18.6060292208844	12.1953722074027	12.3134499409631	12.2585660338899	17.7859632470773	12.0327345285867	18.8206526679223	11.9476369379518	16.6937047392253
C58	15.6382096266336	14.2804808103184	17.8237652797897	17.3233362892802	17.7273355171066	8.4594316186373	13.4767462039395	18.3277280583973	16.5219071025033	17.1155314041668	17.8175333260781	17.2511865035243	15.1634924426179	23.9671924790549	13.929258408637	11.0292872269682	10.9657842846621	14.175237650291	15.2984922183027	15.8361490042455	15.9129828689241	13.2197735508929	13.586370695114	21.5544989202444	13.8917837032183	13.8037275265531	14.6662240028032	17.7405713442633	16.4252159032994	21.1580770991329	20.6096404744368	13.9012440324674	14.9106427304696	14.3442959079158	18.5731145984117	12.8936807383909	20.5544989202443	16.1615255779085	20.8346068394371
C59	19.9881520976905	12.3219280948874	16.919980595049	12.7228075311695	15.4350190783297	7.43462822763673	9.94982671075911	19.1580770991329	16.733968609439	16.7859632470773	20.3321064989079	14.7627972624982	12.9925843440058	23.3910001879615	12.0396045179538	9.52356195605701	11.7731392067197	12.1260591160707	12.6772791913122	15.2437690319619	15.0991834100793	11.7013064619586	11.4563544151083	15.535639892993	9.98013957763916	13.5745935273376	14.2877123795494	15.2288186904959	14.7045521214623	7.51900287055325	18.0899055964913	13.0481462542196	12.3717766443379	12.0188956211217	16.5049430957701	12.0464419480073	19.5544989202443	12.2615073092021	14.9747730678893
C6	16.7471439981867	12.8572034715082	19.4169953964944	16.5804941287773	17.3751752207998	9.33091687811462	12.6595499968799	18.2184497171123	16.6937047392253	16.5064935473335	21.8384591649327	17.0210667201633	15.8774758665344	24.5462784134394	14.127671967039	10.7481928495895	9.04712391211403	13.9837061926593	14.444756089695	15.4120405145517	15.0447356260569	12.4014128787142	13.7313190310251	18.9286802899993	12.813781191217	13.8822609290998	15.0950673016071	17.7602001510122	17.2695650328392	21.1269161676464	19.5860041101696	14.8336807486547	13.7731392067197	13.7418882727353	18.8484273340239	13.5745935273376	21.0821282458996	14.4704046770656	18.1994039614218
C60	14.2949078809537	12.1484765821783	18.2041890239872	15.9476369379518	17.5951409047417	8.17990909001493	11.9978851278291	18.4087277805108	17.1357092861044	16.9082987900013	20.9950715116303	16.023234556846	13.9012440324674	23.4922835237987	13.6772791913122	6.89486253101652	9.73809225962049	13.7523806465529	14.3581017074408	15.7018479125339	15.6882503091332	12.951284714967	13.1642784383012	17.3581017074408	10.3987436919382	14.3091921069599	14.8917837032183	16.8112743356065	16.3987436919382	20.194602975158	19.3386493447747	13.4252159032994	12.6393407086522	13.8533095554037	17.9881520976905	13.5018371849023	20.145693374677	13.3853231761759	17.1053356370609
C61	16.7731392067197	13.1437020768579	18.4775369384295	14.9521952199141	17.535639892993	10.813781191217	12.6991386252759	18.2604050335537	16.4463725548959	16.5310768052431	22.1549911192591	17.2967011627767	14.7986742988268	25.2678519571886	14.4252159032994	10.3331553503106	10.7397806097733	13.8037275265531	15.0991834100793	15.626849764469	15.0404609709566	12.6640027628865	13.8726748802706	17.9141515162468	12.8317030992143	14.2363132270428	14.8484273340239	17.8726748802706	17.616835975841	21.4873847243858	20.0425998817129	13.5507467853832	13.586370695114	14.0275604822488	18.9373278386129	13.4252159032994	21.6096404744368	14.4054074222192	17.2041890239872
C62	19.0664466236673	14.1674181458317	19.6024089052057	16.5417016457802	18.6417413176038	8.45532722030456	11.7895336449704	17.383636799548	16.0847253573856	15.8988847595935	22.224350318552	17.1654566294985	14.2288186904959	24.4922835237987	14.0361736125535	10.868822554775	8.70271929810136	14.508042334429	14.4120405145517	15.1195896207411	14.3303567169579	11.8917837032183	11.7648715907361	19.5299337746478	12.0498485494506	12.5603328342124	15.3920490393642	17.4333898347451	15.2400459459191	21.4824692339717	19.9459238623012	15.2804808103184	14.7731392067197	13.6211361132746	18.1053356370609	13.0310119074377	20.4775369384295	14.896521622225	19.3233362892802
C63	14.4120405145517	11.1799090900149	18.4004125122988	14.7471439981867	16.4940430274205	8.13955135239879	11.1674181458317	17.7602001510122	16.0805677319119	16.3215758314157	20.8034122178335	16.1236364538038	13.4893462407191	23.4922835237987	13.3581017074408	7.1788232922948	9.8376279331714	13.5142209093581	13.9012440324674	15.1476819277705	15.217503377268	12.567480801143	12.602698865018	16.7072512710632	11.9476369379518	12.5338163894334	14.2212850178105	17.4087277805108	15.9453523847573	20.2989396349727	19.0847253573856	13.7731392067197	12.7627972624982	12.9765641234153	17.993690281232	11.7013064619586	20.7875582666327	13.2258099406235	16.4767462039395
C64	13.3303567169579	12.4067364826917	20.2877123795495	16.8237652797897	16.3768715114607	7.58496250072116	12.2167458581953	17.1256556214405	16.0425998817129	15.4054074222192	20.8801694168175	15.6991386252759	14.7679775016039	22.8987371768568	13.006676715309	10.1723812253961	8.76487159073609	12.7895336449704	13.9476369379518	14.6494807389686	15.3512153218556	11.3049216695817	13.2258099406235	17.2137117981057	11.4252159032994	13.1938333325465	14.2363132270428	17.3321064989079	16.8112743356065	19.4190549186727	18.598779481805	13.1705510353167	12.4486325677306	13.5264992391366	18.301174639356	12.8745971924016	20.9387640707284	12.661778097772	17.3233362892802
C65	14.1674181458317	11.1799090900149	19.2672804796446	16.0489976529111	15.9947953713212	7.70735913208088	11.6882503091332	17.8237652797897	16.4054074222192	16.3109677318498	20.9387640707284	16.175237650291	13.9925843440058	23.9846799057837	13.3717766443379	9.46069555852731	11.1611318829843	14.337343147274	13.8726748802706	15.2913146162296	15.6882503091332	12.7586396370246	12.602698865018	19.4676214695644	12.0361736125535	12.4173251176799	14.7575983558239	17.0425998817129	16.0275604822488	20.4169953964944	19.4149329300375	14.0950673016071	13.1437020768579	12.3219280948874	17.9825925723486	13.0223678130285	20.4374594990541	13.919980595049	17.6096404744368
C66	15.8988847595935	13.6438561897747	18.4696100226578	16.733968609439	16.1216144562186	9.53915881110803	11.6662240028032	17.4496000619263	15.919980595049	15.6325408765469	21.3211353810869	17.4496000619263	15.4799065448328	24.4551305253812	14.2060986139958	10.7481928495895	9.84862294042934	13.4120405145517	15.7705606626179	14.828731532683	14.5142209093581	11.5840229402575	13.4767462039395	19.2877123795495	12.7874944996968	13.240791332162	14.2732128098543	17.8484273340239	17.3666637209443	21.2534966642115	20.9243370000931	13.8533095554037	14.3091921069599	13.4382720561248	18.5394314721554	13.1147183891884	20.7389234913818	15.3615326128411	19.0399257474146
C67	16.9544689714343	11.940313597146	20.5914931277266	14.6937047392253	17.4252159032994	9.10852445677817	13.5142209093581	19.128175613419	17.9024222236647	16.943064208162	21.4922835237987	16.4219333193101	14.7313190310251	23.7895495644518	13.655083445198	10.958552715431	9.38801728534514	14.2585660338899	14.0950673016071	16.232570825357	15.6855153414119	12.8898841703028	13.7627972624982	17.86060204797	12.8454900509444	14.2363132270428	15.1634924426179	18.0638163676226	17.0425998817129	20.4873847243858	19.3145124388932	14.9925843440058	13.3581017074408	13.7313190310251	18.0532471259124	14.0950673016071	21.0224219997753	13.6772791913122	17.2695650328392
C68	14.8822609290998	12.2992080183873	20.1206023937142	15.4893462407191	17.3233362892802	9.82336724004624	12.0292872269682	18.6627518108964	16.9082987900013	16.8726748802706	17.3233362892802	15.2060986139958	14.7627972624982	22.9297640724774	12.8974673417219	10.3106127816595	10.4408691676109	12.9711842724047	13.1212097164093	16.0909394159844	15.2288186904959	13.3717766443379	12.4067364826917	17.7986742988268	11.496853777388	13.5386739530827	14.6096404744368	17.194602975158	14.9970030152728	19.4556322451014	19.3189311101602	12.7607199474656	13.1437020768579	12.652844973002	17.0425998817129	12.8494051009478	18.9629637655997	12.7627972624982	17.2877123795495
C69	15.3020676725265	11.4408691676109	17.6096404744368	13.5627194270493	17.2786672399464	5.73335434061383	13.1081977225358	18.4971657451784	16.3286048101964	16.6239957674139	21.0019578972156	16.0659209559475	13.7731392067197	23.5638367848237	12.5507467853832	11.0430272835945	9.36850646150769	12.5531492755985	12.9476369379518	15.535639892993	14.5686686933805	12.5216004397237	12.3853231761759	16.4463725548959	10.1922928144708	13.7627972624982	14.1595560280588	16.2984922183027	14.7575983558239	20.0950673016071	18.2604050335537	12.9693865213423	12.2526654324503	13.4767462039395	17.4893462407191	13.3303567169579	20.0291793659506	12.668441828053	15.5716341518571
C7	15.4576373809918	11.2348174311173	19.208958268135	14.3442959079158	16.6662240028032	10.3106127816595	12.0361736125535	18.2786672399464	16.5157614274339	16.447987210958	22.406653452273	15.9814780917672	13.8037275265531	23.7593875939415	13.4382720561248	9.78790255939143	12.3853231761759	12.6483575820097	14.2137117981057	15.5922234213594	14.919980595049	12.1357092861044	13.0600203545079	16.0553671777868	11.3826240265749	13.2227949028681	14.2437690319619	17.3321064989079	16.1496677436943	19.9459238623012	20.0425998817129	13.5745935273376	12.8784341495593	12.8494051009478	19.2488726376861	13.2570931444911	20.8801694168175	13.4252159032994	16.3198132227165
C70	14.3442959079158	10.8297227350861	18.1849528051243	14.5980525001616	16.2530349279167	10.0498485494506	11.9621730311097	17.5126787445497	15.7366133306946	15.8702683825635	17.9992072861995	15.1984450414524	14.6772791913122	23.7076725573973	13.2541428468557	9.37937836707126	9.53138146051631	12.0600203545079	14.2363132270428	15.0361736125535	14.1357092861044	12.2585660338899	11.7439928610602	17.2137117981057	10.8533095554037	11.9068905956085	13.4512111118323	17.232570825357	14.9338750367073	19.5337403600776	19.8831563641389	11.5216004397237	12.2467405984931	11.8572034715082	17.6024089052057	12.3020676725265	18.9053634989768	12.4146852358072	17.0743087414403
C71	14.4252159032994	12.3415188232452	19.3623890658439	17.1256556214405	16.8726748802706	8.60733031374961	12.8454900509444	17.6522848118453	16.3920490393642	15.6325408765469	21.0756149389409	15.606752195112	13.8237652797897	22.3910001879615	14.0275604822488	10.7565563225241	11.0430272835945	14.1595560280588	13.3303567169579	15.217503377268	14.5264992391366	11.958552715431	13.5142209093581	21.1642293261145	14.2659080092311	15.1437020768579	15.3649553784819	16.6662240028032	16.1771859220806	19.5242049979308	19.2511865035243	13.655083445198	14.6096404744368	13.6991386252759	17.0950673016071	13.9012440324674	20.3100801925779	14.7418882727353	19.5203731363397
C72	16.4070685565891	13.1595560280588	17.9024222236647	14.8726748802706	16.86060204797	7.10852445677817	11.1228279948077	17.6592712421614	15.6038581218428	15.3020676725265	21.6800298023282	15.4415177156285	15.2695650328392	23.5754247590989	11.9872640120725	9.65463602852797	9.94639212268836	12.3077700318907	13.1016474500308	14.6772791913122	14.0101784040205	10.8917837032183	13.3442959079158	16.8361490042455	11.6926155016946	12.3553510964248	13.4893462407191	17.5582413219302	16.1134980070142	20.5823331284411	18.3494885771361	11.7772553151919	13.0701209444768	13.8533095554037	18.2558031315947	11.5313814605163	20.2302268848887	12.4093909361377	16.5671836751939
C73	15.8336807486547	10.8993569229231	19.3899505734802	14.444756089695	16.4136940334042	7.40087943628218	11.6882503091332	17.8299704293164	16.2567246870658	16.2060986139958	21.1332024304938	17.5731145984117	13.6662240028032	25.3169996065177	13.5142209093581	8.11894107272351	8.80413102118332	13.1907506496624	14.9153192176791	15.0867996856235	15.3056342875467	12.2137117981057	13.3581017074408	16.4431378112966	11.2934716488381	13.586370695114	14.4186432493759	17.3145124388932	16.5878361041185	21.7593875939415	20.0019578972156	12.6279897843157	13.1907506496624	12.8494051009478	18.2041890239872	12.9603640088778	21.0224219997753	14.6438561897747	16.7206717868256
C74	15.9925843440058	12.6750749203854	19.1921964774509	18.4536243184851	16.9881520976905	10.240791332162	13.5507467853832	18.1849528051243	16.6800298023282	16.3666637209443	22.0392564386385	16.1732867439209	14.3853231761759	24.1487992855448	14.0101784040205	11.240791332162	12.0119260663068	13.0967151544885	15.6745233260217	15.6096404744368	15.1674181458317	13.0917659385168	11.5216004397237	19.5280267088832	14.0617087046606	12.7544699952756	14.8870301732477	18.1897859588602	15.4576373809918	20.2649923030494	21.4725877224577	12.8917837032183	14.3442959079158	12.5816713585781	18.2877123795495	14.0617087046606	21.2302268848887	14.0447356260569	18.6765907183614
C75	16.3303567169579	11.9693865213423	18.1556088435421	15.175237650291	15.6410356707123	9.60733031374961	10.616548843779	16.1377116390155	15.0784844174114	14.4893462407191	21.0756149389409	16.4235755449181	14.4640351521899	23.6320082874653	13.0344550953272	10.0361736125535	9.59432460392485	13.2076244682268	14.0532471259124	13.4120405145517	13.7206717868256	9.94982671075911	12.8936807383909	18.5242049979308	12.4993476328766	12.093417564388	13.8726748802706	17.673143416743	15.7575983558239	20.4169953964944	19.0318734751199	13.6096404744368	13.3853231761759	12.6096404744368	18.2372473125665	12.1579784499454	20.6540345937953	13.8917837032183	17.5126787445497
C76	15.2022769030434	14.3442959079158	20.3538015700072	17.1357092861044	15.2732128098543	10.5603328342124	11.0292872269682	16.312741174041	16.3321064989079	14.4640351521899	23.3238859921029	17.5951409047417	15.0447356260569	24.7745474011125	15.1357092861044	9.91139198784346	10.5887146355823	13.5745935273376	16.0275604822488	14.3442959079158	14.8187818722754	11.1228279948077	8.00128801246799	19.208958268135	14.3442959079158	13.6882503091332	14.4382720561248	17.9601377215209	16.2750332454787	21.6757296648946	21.0088115682566	13.4512111118323	14.7313190310251	12.5043224482919	19.6096404744368	13.1830150008828	21.8950426932991	14.9153192176791	18.9459238623012
C77	15.312741174041	11.9978851278291	20.5914931277266	12.813781191217	16.6522848118453	9.92629599478111	13.1357092861044	17.4814841229461	15.5951409047417	15.828731532683	17.9657842846621	15.0447356260569	14.4317587491662	22.9243370000931	12.240791332162	8.58120058192496	10.7142455176661	12.2934716488381	13.7936033092794	15.1195896207411	14.3987436919382	12.4173251176799	6.69580504120172	16.2750332454787	10.6882503091332	12.9012440324674	13.7627972624982	18.0210667201633	14.6438561897747	19.301174639356	19.6627518108964	12.496853777388	12.2526654324503	12.496853777388	17.8361490042455	12.6003775531078	18.7471439981867	12.2934716488381	16.2288186904959
C78	16.8726748802706	12.9311068330293	20.7875582666327	16.7859632470773	17.5582413219302	10.616548843779	12.7376698631775	18.5619740408065	16.7471439981867	16.9992072861995	22.8053817676833	17.6662240028032	14.7471439981867	24.8043973288591	14.6494807389686	11.1357092861044	11.616548843779	14.2877123795494	15.7366133306946	16.4301258174232	15.0784844174114	13.4252159032994	11.6750749203854	18.971408833856	12.2819300269554	12.4868350215631	14.9925843440058	18.2137117981057	16.1053356370609	21.7875582666327	20.7055648944353	13.655083445198	14.6096404744368	13.6882503091332	19.0237760074213	14.1595560280588	21.38574446251	15.0867996856235	18.4536243184851
C79	18.2137117981057	11.5603328342124	19.4252159032994	15.4862065331885	17.4735789248608	9.4655664048094	11.5651020783603	17.4496000619263	17.8666510926428	15.8702683825635	21.4374594990541	15.8846475219367	14.0532471259124	24.3645279766003	13.3020676725265	9.86647418002247	6.99728291874617	13.3020676725265	14.337343147274	14.6772791913122	15.5716341518571	11.6662240028032	12.5627194270493	16.2080056797605	10.6794800995054	13.0667619323869	14.4704046770656	16.6800298023282	16.5686686933805	19.9315685693242	19.3687963082371	13.6662240028032	11.6573184495813	13.240791332162	18.5804941287773	12.3690520070014	20.535639892993	13.3020676725265	16.0553671777868
C8	13.4767462039395	10.7056323873614	17.3920490393642	16.4560334952892	15.5922234213594	6.63081315229913	11.769011321097	16.8112743356065	15.9992072861995	14.6438561897747	21.224350318552	15.4608398130301	12.9236988832951	22.2877123795495	12.9747730678893	10.4304525516655	8.43045255166553	12.7313190310251	12.7397806097733	14.1357092861044	13.8237652797897	10.6438561897747	11.0768155970508	18.2695650328392	11.8415643477306	11.769011321097	13.7418882727353	16.4799065448328	15.3268507734564	19.3772952726742	17.993690281232	13.2877123795495	13.0768155970508	11.8649599151426	17.3233362892802	12.5043224482919	19.4991140169679	13.5264992391366	17.9082987900013
C80	16.6937047392253	12.8610869059954	19.8128416307534	14.6438561897747	17.7536868440535	10.5980525001616	13.929258408637	19.0505926724665	17.4971657451784	17.6662240028032	22.5261171188745	18.4333898347451	15.1397112166619	25.951715142436	14.3091921069599	11.9031286768123	9.70735913208088	14.4893462407191	16.2099102279458	16.5477380355109	15.8062475185316	13.7834075421735	13.586370695114	17.2137117981057	13.6882503091332	14.4252159032994	15.7986742988268	18.4128675108717	17.2604050335537	22.3564906575349	21.2006017157794	14.2212850178105	13.9106427304696	14.2949078809537	19.616835975841	15.5686686933805	21.8229877561703	15.0701209444768	18.1703554289113
C82	14.6153997437255	13.2393001743642	19.1970054653733	14.7936033092794	16.1256556214405	8.61102479730735	12.4665863377192	17.7602001510122	16.3649553784819	16.2786672399464	21.4374594990541	16.8237652797897	15.3615326128411	24.4105403743571	13.9106427304696	10.4304525516655	10.0633950812885	13.2060986139958	14.9246269599053	14.8678578639728	15.194602975158	11.9801395776392	12.4817994316658	17.4169953964944	11.7813597135247	13.4767462039395	14.1114617398577	17.2877123795495	15.9657842846621	21.1078913419646	19.7779615901765	13.0684424160258	12.7334390828994	12.8297227350861	18.2741233148015	13.2877123795495	20.7634458105158	13.7418882727353	17.5731145984117
C83	15.7233409736015	11.0292872269682	18.8545275335603	14.8822609290998	15.5142209093581	8.876516946565	10.0633950812885	15.8062475185316	14.7885144326066	14.5018371849023	20.7875582666327	16.0511239540195	13.4120405145517	23.9494904773214	12.8297227350861	5.65566896081264	10.2992080183873	12.7418882727353	13.8237652797897	13.4640351521899	14.6772791913122	11.0292872269682	12.2615073092021	15.9814780917672	10.8376279331714	12.4093909361377	13.8037275265531	16.5567455260047	16.1556088435421	20.5261171188745	18.9141515162468	12.1922928144708	11.8993569229231	11.8726748802706	17.8299704293164	12.2526654324503	20.2419086899363	12.8077574035893	15.9770115400853
