Control_10h	Control_24h	Control_2h	Control_6h	Virus_10h	Virus_24h	Virus_2h	Virus_6h	Contrib.Control_10h	Contrib.Control_24h	Contrib.Control_2h	Contrib.Control_6h	Contrib.Virus_10h	Contrib.Virus_24h	Contrib.Virus_2h	Contrib.Virus_6h	Contrib	GroupContrib	color	importance
ADK	0.211551475585233	0.97088803255509	-0.583870150932092	-0.345288774380976	-0.305474096050535	0.227690956073774	-0.990535937619696	-0.431689966971386	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Control_24h	#F68B33	-0.101117738563219
DECR1	-0.496398053009833	1.95596609663213	-0.465142445807572	-0.390536303667242	-0.37198906264274	0.677825706523302	0.0641141514966753	-1.17087066119505	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Control_24h	#F68B33	-0.100631541515315
ECH1	-0.399661046906714	2.09418627273308	-0.158435294323118	0.190311136773162	-0.780821464539663	-0.343312699152251	0.400813198962006	-0.964584430576912	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Control_24h	#F68B33	-0.0881761020507682
NAA50	0.73351722732372	1.30894784511651	-0.711798022135549	0.0176200502733291	0.424638481695039	-0.0407307121478143	-1.25269907476435	-0.232928593613751	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Control_24h	#F68B33	-0.0848522221424662
ASF1A	0.887254270381477	1.66664424066869	0.233108669779496	-0.785572741847696	-0.158000303926491	-0.227959709332825	-1.0691390411993	-1.46196702033435	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Control_24h	#F68B33	-0.0829065207120529
NDUFS4	0.454670598362801	1.34306042245862	0.147885508080353	0.263790915599709	-0.93954606605197	0.247625401640928	-0.125286747406082	-1.03659130910219	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Control_24h	#F68B33	-0.0819704111048728
MRPL43	-0.677160544863141	1.69989797771873	-0.957190527984742	-0.120760632257071	-0.114568709248878	1.23390649771849	-0.517352712057969	-0.853975597780233	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Control_24h	#F68B33	-0.080258856531905
STAT1	0.0415358608902579	1.46103603163752	-0.283578040927757	0.833559576906865	-0.822853092104855	0.981354680265554	-0.692113934632651	-0.910385352314461	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Control_24h	#F68B33	-0.076390973484394
H1F0	-0.338671684428137	2.19532280623677	0.474545851620319	-0.366220529729835	-0.576591797386897	-1.03762920960723	0.365958736621099	-0.649911996585262	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Control_24h	#F68B33	-0.0707238153461863
SDHB	0.977458289741172	1.49795545726821	0.305415719530399	0.176414972516157	-1.05676454854885	-0.638527895134336	-0.331037204590841	-0.593759442300539	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Control_24h	#F68B33	-0.0699292851294579
IDH1	0.287220247389158	2.09979137077431	0.38192246455431	0.213545158748294	-0.388209346916164	-1.46634073022508	-0.178581556147881	-0.348621556754325	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Control_24h	#F68B33	-0.0633704358773014
ETFB	0.109534091348265	1.85838949782134	0.60099586362197	0.403802334622984	-1.2253356883185	-1.31548363014152	-0.554606016972738	-0.254256240361693	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Control_24h	#F68B33	-0.062142272404764
PEG10	-0.942121647452689	1.9312309119001	0.236541354621901	-0.505768311920061	0.44726169286819	-0.0885380602427295	-0.367773771751028	-1.13499159722182	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Control_24h	#F68B33	-0.0593027706152807
HSP90B1	1.39554140842532	0.974493794783203	-1.21792087790942	0.930727079799419	-1.027446378074	0.107057999172424	-0.744282450555832	-0.476866418028274	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Control_10h	#388ECC	-0.0589088997569595
ANLN	-0.623061753589779	1.66509727973708	0.0156373744314242	-0.518392266505969	-0.945411368367612	-0.658427851894121	0.433179553915985	-0.288595414921371	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Control_24h	#F68B33	-0.058838360907862
MRPL39	0.411388124721502	1.9498322375606	-0.780195650224036	-0.501563785144854	-1.04277997760921	0.05635487994393	-0.638611631367501	0.575013993515688	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Control_24h	#F68B33	-0.0574225449732696
SQSTM1	-0.243181522816261	-1.75534995736192	0.414728490435626	1.45330456153288	-0.230960854411418	-1.1946740977615	0.274995615720677	1.22146879602419	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	Control_6h	#009E73	0.0520713477498363
GLRX	-0.120351844026501	-1.68008723085633	1.06651975881998	1.12177763286989	-0.632067573397965	-0.557745525394537	0.487003415528037	0.376661091884272	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	Control_6h	#009E73	0.0502782084324555
SWAP70	0.583414861484016	1.24045237119615	-0.0577222047510781	-0.478887230495848	-0.731662218149383	-0.296116449693356	-0.22794484597165	-0.507473343164438	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Control_24h	#F68B33	-0.0498060357037731
FASN	1.90314874538314	1.09412480198999	-1.11138703691245	-0.0392673535409441	0.321875622766023	0.33466168136802	-0.534438652423183	-0.977124828550575	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Control_10h	#388ECC	-0.0495143908149254
PDIA4	0.2951578569962	1.61735913298568	-0.248165202327686	0.878829329159952	-0.655464283068259	-0.491267803178743	-0.824467807785005	0.201628954664112	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Control_24h	#F68B33	-0.0483541642739388
SCP2	-0.13512788378955	1.68513681978496	0.0630745237842251	0.619172061914194	-0.89438207057676	-0.817532738254845	-0.0764397387173934	-0.435353881729917	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Control_24h	#F68B33	-0.0475573650518849
MRPS6	0.398410361056972	2.21945627942638	-0.435283638912314	-0.223148556003306	0.238802614673949	-1.4254398509095	0.139794186150547	-0.415846612745239	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Control_24h	#F68B33	-0.046724692676158
ATP6V1B2	-0.0423791536996905	1.74939301904247	-0.30474161467008	1.08404852986876	-0.934030735009237	-1.14465385359437	-0.19532433546698	-0.0851763504408524	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Control_24h	#F68B33	-0.0453684273082576
RPS9	1.60936284348281	1.25698342091112	-0.116882039633766	-0.367024859977141	-0.32291512959041	-0.277526236064722	-0.721106816603422	-1.1932891382785	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Control_10h	#388ECC	-0.0452705390883653
GNPDA1	1.04621113981094	1.44229304449771	0.367331778895289	-0.185135381141708	-0.306893121918707	-0.846947110984254	-1.21277389968875	-0.289022914446545	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Control_24h	#F68B33	-0.0449129627689557
RTN3	-1.22120259213924	-1.69909531415152	0.722696540853079	0.745531936027638	-0.202373847165608	0.269037364748319	0.540008154047602	0.606605065067706	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	Control_6h	#009E73	0.0439025438161037
ASDURF	0.696568230042916	1.05453877389753	-0.0419098183884364	0.585531155778947	-0.0607223050990451	-1.33155022866454	-0.672286208297413	-0.654418086830634	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Control_24h	#F68B33	-0.0431762049159863
LUC7L2	-0.37943627410381	1.69631188609557	-1.46758672200706	-0.11122125694617	-0.751962220427398	0.309862241221736	0.293246759304438	-0.0791449839240381	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Control_24h	#F68B33	-0.0431174762384325
SNRNP200	0.62908634078608	1.38275293495894	0.542208602831154	0.370152244522019	-1.06555106961239	-0.378796652472	-1.33008193362398	-1.09224097309944	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Control_24h	#F68B33	-0.040760452613745
NDUFA4	0.607065393010065	1.4779092149536	-0.328899471314617	0.620499372894724	-0.655517937363493	-1.72795760583694	0.0571445731865326	-0.140385968529101	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Control_24h	#F68B33	-0.0373037162389314
DPP7	0.155074378600846	1.54061930062837	-0.20831350030828	-0.224554584029472	-1.39876067347785	0.594492603620287	0.53416349632684	-0.744164202925461	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Control_24h	#F68B33	-0.0362227478590417
TPD52L1	1.39518102187729	1.24339681542725	-0.890453909791073	0.16437329692015	0.460410874843152	0.0585525879607869	-1.5119024081119	-0.453530885579046	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Control_10h	#388ECC	-0.0352535876494079
MRPL11	0.950653465028956	2.23634116211259	-0.262931180666389	-0.742580611660411	0.193231767106131	0.169033163914491	-0.134094599999206	-1.40767764621463	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Control_24h	#F68B33	-0.0340404910487402
SNX3	-0.242302869339707	1.82803456784963	0.476911663557454	-0.927931617434616	-1.51258414631684	0.61056288585081	0.25719265060514	-0.362959079962525	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Control_24h	#F68B33	-0.0314287481586941
DRG2	0.326065283305389	0.634512292312845	0.158084972362004	0.588974748642183	0.0573765775994569	-0.638815525124447	-0.436913387722311	-0.783643736402275	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Control_24h	#F68B33	-0.0292318351280853
ACO1	0.366937469526483	1.88283330633845	0.161494325384628	-0.465730931895645	-0.530207499195893	-0.735412253794784	0.677575348062336	-1.3353448298633	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Control_24h	#F68B33	-0.0286935112310631
PDCD4	-0.770199466766578	1.52339172993388	0.305859001084089	-0.616003126230947	-0.541201580930169	0.222487562582666	-0.0671847165983356	-0.373451448293983	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Control_24h	#F68B33	-0.0272618096095015
SUCLG1	0.038849053456901	2.35091683692378	0.138847267581271	0.0778126415021644	-1.04788638675886	-0.993963572424359	0.280829182639623	-0.659732325181707	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Control_24h	#F68B33	-0.0272165166324533
MARCKS	-0.102420516157815	1.91182184202694	0.324855538251366	0.0115466860367691	-0.996795876325238	-0.745371234054765	0.409328407347573	-0.28823053436346	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Control_24h	#F68B33	-0.0245592554960424
GLUD1	-0.306541653740542	1.54895577433615	0.225134987659147	0.563775044394538	-1.09618181651606	-0.695055502482005	-0.318412014339876	-0.144106260692409	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Control_24h	#F68B33	-0.0232641008664848
GMNN	0.289702834356555	2.23772243916183	0.151329905090262	0.113769837947568	-0.233886221520411	-1.23788887341596	-0.269822607765173	-0.564880159838126	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Control_24h	#F68B33	-0.021996372843969
NDUFB3	0.13890587868688	1.91803761472986	0.431001286545987	0.432178507910738	-1.03860172451521	-1.60006983113875	-0.441420605753709	0.242938162671574	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Control_24h	#F68B33	-0.0214929345872642
NIPSNAP1	-0.656224426671253	1.35280696069513	-0.885351950403286	-0.33912153079255	0.273659128719707	1.16936988415477	-0.843099188468327	-0.798202948920193	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Control_24h	#F68B33	-0.0209818919293577
NDUFA13	0.81611299773928	2.21625882687209	0.128719614954344	0.0475544555881029	-0.830396626946606	-0.573380739738248	-0.189008481605358	-0.755182669139444	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Control_24h	#F68B33	-0.0205642000425115
MSN	-0.852148650446428	-1.32990414927326	0.274516659800891	-0.45189735555706	0.470303382491732	0.324401621266136	0.926248076706511	-0.120279559092238	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	Virus_2h	black	0.0184776554302825
MMAB	-0.611627686962456	2.28871905174201	-0.528633411495465	-0.792470457944937	-0.164713365419609	-0.482997050518164	0.873110206900243	-0.674242302469636	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Control_24h	#F68B33	-0.0162536987019754
MRPL53	0.102299124523755	1.29470169907578	-0.742754804092017	1.62570064552077	-0.90130164331827	-0.469964683525566	-0.579209950625328	0.427058193730681	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	Control_6h	#009E73	-0.0158854408350217
DYNLL1	0.414254846436578	1.78508923887155	0.243773587184446	-0.974630891763382	0.189861433737829	-1.68369737219619	-0.967000768348466	0.505563286858641	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Control_24h	#F68B33	-0.015693984740848
ABHD10	1.03681032562419	1.51008508375618	-0.601166735846598	-0.480549854781126	0.580386345345364	-1.16796003738676	-0.0266189082514964	-0.557532734497417	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Control_24h	#F68B33	-0.0153583543570813
PTPN11	0.0334916511945679	-1.96324385773383	0.532966865989165	0.397778577337362	0.130996082893095	1.70939978834414	-0.472408267091113	-0.213454579285288	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	Virus_24h	#F0E442	0.014583402156772
PEPD	0.616648700701991	1.44437168335596	0.243535624605367	-0.271123131288793	-0.6717681382241	-1.40514669121596	0.505252305494791	-0.583617874285596	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Control_24h	#F68B33	-0.0130485219400714
SKP1	1.10544617613777	1.45916432486037	-0.263843640587127	0.381055012811168	-1.15937485051493	-1.48099963554911	-0.482801994208156	0.304374605063446	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Control_24h	#F68B33	-0.0127672286175506
SCD	-0.179324200223616	2.02235626505311	0.545787951864952	-0.37119475288952	-0.817405815842326	-1.47297279924248	0.668598597297373	-0.728642184623901	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Control_24h	#F68B33	-0.0102291871989325
NUP214	0.938195590942731	1.58675271822373	0.0377472979681597	0.0736549317637809	-0.521605513277814	-0.522915252777609	0.218884617109475	-0.746316791576879	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Control_24h	#F68B33	-0.0100412240676176
PPP1R8	0.87079343857532	1.26561872296845	-0.242076010977963	0.211370430763289	-0.545477937992995	-0.359242513629761	-0.767422163275217	0.235546595721048	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Control_24h	#F68B33	-0.00836334316703051
GOLGA2	-0.474988432971248	-1.1850432456453	1.48681238009354	-0.599449450334343	0.181839678483443	-0.833473084330667	0.574538797490411	0.325055512499183	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Control_2h	#C2C2C2	0.00674691946969103
TMEM205	-0.712264201972256	1.99073972680363	-0.434851065704674	0.102973663134953	-0.156027911265795	0.0818847612616251	-1.10162921485675	1.1697831637582	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Control_24h	#F68B33	-0.00609597970816045
PDCD6IP	-0.303737232510381	1.43094905308316	-0.461318784379054	0.920873408757909	-0.946819164100672	0.400535794554689	0.239847935096521	-0.444251691918138	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Control_24h	#F68B33	-0.00579150729756163
HSPE1	1.40111505529233	1.18140936801114	-0.835264528181067	0.448997471001477	0.0516685574800892	-1.25456905092347	-1.04347796117251	0.152234276127651	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Control_10h	#388ECC	-0.00488380736732212
MORF4L1	0.234778304567072	1.72261307070115	-0.652474415918073	1.04644901112445	-0.965465491429921	-0.922928349146624	0.0793558950816113	-0.459030102477287	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Control_24h	#F68B33	-0.00440772000966787
CTSD	-0.021948349250876	1.50353552694095	-0.293776284236213	0.559294310924358	0.524371663738183	-2.0631436763878	-0.042100106039812	-0.427060831905447	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Control_24h	#F68B33	-0.00400926516499572
COA3	0.274583135689936	0.58172909282805	-0.446907673835702	-0.400199952783789	-0.260965218436262	0.231668781402968	-0.46105776744003	-0.447697024844862	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Control_24h	#F68B33	-0.00387406093215593
HMGN2	-0.0725046803035903	0.891350775732281	-0.127606654078236	-0.153194868216512	-0.894500990976292	1.17169535126793	-0.352947253983702	-0.61731458184652	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	Virus_24h	#F0E442	-0.00360018614604126
ARL1	-0.608381803671819	0.458432144392058	0.557968330327721	1.28972101992848	-1.69861445824077	-0.0737657037599393	-0.606656213814685	0.178448164674381	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	Control_6h	#009E73	0.282702769283536
MYOF	0.235503805622394	-0.798847388699989	-0.43290270570604	1.55177703994558	-1.47624521059892	1.19657835427752	-0.222383256139637	0.781662101853452	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	Control_6h	#009E73	0.269444492053441
OGDH	0.0819534575915692	-0.832098772119954	-0.0263666797330322	1.07707619651483	-1.7854965729862	0.701840051732369	0.32517068943516	0.326990036024921	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	Control_6h	#009E73	0.260699613688615
PRPSAP1	-0.551342953255124	-1.01431996801422	0.658782311553543	1.71867590233079	-0.91632570071368	-0.660405260188207	-0.130835178777011	1.07524664353467	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	Control_6h	#009E73	0.25273015701475
ANXA11	-0.142508468418301	-0.736660636008507	-0.159543266498293	1.30000546409132	-1.31565878715859	0.927932047244256	-0.648036887188433	1.30478060890434	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	Virus_6h	#D55E00	0.251949796015588
MAP7D1	0.263515713066461	0.107422490902434	-0.349002365003054	-0.852420825130818	1.35527097375701	-0.142137090477356	0.603314994361287	-0.450877841335668	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	Virus_10h	#CC79A7	-0.220159397673113
GFPT1	-0.795175194240636	0.0533465946441325	0.740417832930553	1.39438071030091	-1.35961961433192	-0.77161350221598	0.65450511586627	0.496692118359786	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	Control_6h	#009E73	0.213691340201382
ACTN4	0.284539905991806	-0.79221032546735	-0.183059425931344	1.32950511555671	-1.17425471161961	-0.577439172592398	0.0543564632688313	0.959740736550733	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	Control_6h	#009E73	0.210548976714495
EZR	-0.628956217199461	-0.866626324098819	0.509291146304541	1.22995562804655	-1.47889275696231	-0.839995739096088	0.585025062610091	1.026767615437	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	Control_6h	#009E73	0.199818842875913
TMEM160	0.346211709212996	0.247657295222246	-0.897379032591268	-0.804223745704164	1.27351838154552	-0.812162450653458	0.112489661869042	-1.16721217574115	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	Virus_10h	#CC79A7	-0.196630672997973
EXOC7	0.524518043692674	-0.645104252879362	-0.0586097978816341	1.63008754577775	-1.34003089093194	-1.3295627924648	0.629014818875197	0.524329090017858	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	Control_6h	#009E73	0.194537693153162
B2M	-0.650208607731705	0.229388270480332	0.166824957164594	1.21226851433183	-1.53403019247104	0.381616002225601	0.316314166558317	0.435767050294872	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	Control_6h	#009E73	0.173619200115906
UGDH	-0.186948693130903	-0.511290431558771	0.273816516439013	1.56972860314054	-0.960384672594777	-1.63808646248927	0.120464998308624	1.09486582938988	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	Control_6h	#009E73	0.173371927555195
VAPA	0.197713416744421	0.638737294998033	-0.0743747036966802	1.26978450585667	-1.69297367693274	0.44424028530609	-0.312046452365529	0.407213320424354	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	Control_6h	#009E73	0.168713668054367
PHPT1	0.324738378756791	1.14751292554662	-0.937866804329488	-1.38866161769363	1.06711597547052	0.779167419681961	-0.0664831356322739	-0.690498750440967	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Control_24h	#F68B33	-0.164905469936871
TNKS1BP1	-0.494284642430798	-0.305860172876216	0.911315690917675	0.392004524778368	-1.76383646763192	0.579879386315527	-0.349007209762721	0.133733378655161	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Control_2h	#C2C2C2	0.163912248470305
FLNB	-0.885390263199493	-0.644616364392254	0.130736491201135	1.30435047508799	-0.990248135586485	-0.623348661292186	0.651005107577901	1.36853694247865	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	Virus_6h	#D55E00	0.139738377990588
EHD4	0.369569602428619	-0.469695139397352	0.539067629940418	0.775925525552425	-1.36336519817787	-1.51725710076442	0.179385127853625	0.897224371520657	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	Virus_6h	#D55E00	0.12017598384587
RHOC	-0.450906616462077	-0.745575980679595	0.471428740733385	0.892308515870631	-1.37741460276141	0.715990366497585	-0.232399362239355	0.937724533278402	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	Virus_6h	#D55E00	0.117964243094306
NME1	0.869043934930432	-0.28034572075043	-0.444305029854	-1.07950152047742	0.801254739252256	0.121621230039114	-0.289780787110107	-0.984886332202082	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Control_10h	#388ECC	-0.117332361255878
MYL12B_MYL12A	1.27867353632606	-0.756495182676935	-0.227055527927978	0.845694148577724	-1.57798794590628	-0.764262142836788	0.311995444274953	1.07112224762392	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Control_10h	#388ECC	0.116854653568788
SDCBP	0.673433343407753	0.096775436200092	-0.243481144566922	1.33849841868592	-1.44954685102558	0.468509803707147	-0.0198492955949768	0.432951992889758	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	Control_6h	#009E73	0.115320710552544
CLIC1	0.4471404642283	-0.312018480804101	0.55994086961634	1.78263609900785	-1.05452282544533	-0.859779021121678	-0.436808245028789	0.763791419316068	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	Control_6h	#009E73	0.113769869042845
ACTR3	-0.702818373910966	0.307599990850521	0.854918182104367	1.5759818934869	-1.03306726064163	-0.929416166079776	0.0588014696344218	0.488306010465395	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	Control_6h	#009E73	0.112830968365372
CNP	-0.584950292668207	-0.952535684068615	0.19367239145585	2.06737376856632	-0.992738756607148	-0.144301142698823	0.535825671349159	0.809182310458809	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	Control_6h	#009E73	0.105742352930277
LMBRD1	-0.374398575995675	0.881905199303238	-0.170444470135537	0.296734044128612	-1.95485633033325	0.855158998562093	0.275529032207445	-0.293402179640145	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	Control_24h	#F68B33	0.105224297404408
GSTO1	0.0611609945216802	-1.00460583138276	-0.554823705828713	0.669387210523823	-1.29176234572145	1.31355540538236	-0.434658640270295	0.0316176354276155	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	Virus_24h	#F0E442	0.105183786556677
ANXA6	-0.192784881411265	0.495166097456827	0.811550095082902	-0.870641206450976	1.52938333014087	-0.675888871682641	0.0895671644415442	-0.397964114766433	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	Virus_10h	#CC79A7	-0.105090541008673
HSPA5	0.428393754705877	-1.02853190015394	0.0467565543704204	1.54367038811728	-1.04447330155721	0.0766098372057597	-0.337090936830828	1.10701415980567	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	Control_6h	#009E73	0.0980412951334757
LAMA4	0.0604987352112496	-0.361532943536527	-0.898543723889432	-0.590283014408883	1.77908876451904	1.7819367028659	-0.253886116875115	-1.29082832288625	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	Virus_24h	#F0E442	-0.0979378687705433
ZC3H14	0.476706570508394	0.213816009571073	-0.54816048397507	-1.29147068213308	1.40061737800733	1.10577092871448	-0.0458943646376228	-0.836436876345462	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	Virus_10h	#CC79A7	-0.0977789118735309
RPL7L1	0.160001371250308	-1.00111232508339	-0.42492681672239	1.91649670988961	-0.74711228314742	-1.05462878060006	-0.189946495180802	1.06910181721672	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	Control_6h	#009E73	0.0880443234618156
ZC3H15	-0.0100217725194371	0.752371288681654	0.262562712816476	1.53147806896318	-1.12978350682071	-0.707909774012173	0.199694693360246	0.226406006287839	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	Control_6h	#009E73	0.0826457397147348
C22orf28_RTCB	0.500444175633931	0.528865574557085	0.383780596088475	0.507155969796184	-2.17412819148973	0.0689271347106932	0.142220071028208	1.36040407707194	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	Virus_6h	#D55E00	0.0824155383724518
