index	name	annotation	Control_10h	Control_24h	Control_2h	Control_6h	Virus_10h	Virus_24h	Virus_2h	Virus_6h	Contrib.Control_10h	Contrib.Control_24h	Contrib.Control_2h	Contrib.Control_6h	Contrib.Virus_10h	Contrib.Virus_24h	Contrib.Virus_2h	Contrib.Virus_6h	Contrib	GroupContrib	color	importance
P11717			0.853068433530039	0.8880364094724879	-0.97341996571067	-1.3339510664919199	1.09608866439942	0.184571509957607	-0.643552205427244	-0.439354190310225	False	False	False	False	True	False	False	False	False	Virus_10h	#CC79A7	-0.225397294469482
Q9H6S3			0.59489021160365	1.3884229266518402	-1.6499125621795498	-0.08343118124083	0.7986059435976501	0.229335150155904	-1.2341060460405802	-0.27512943411944396	False	True	False	False	False	False	False	False	False	Control_24h	#F68B33	-0.227915572665439
Q86TG7			-1.0038465304075999	2.20931921086413	0.140839731381005	-0.46439113283787703	-0.7477492776561999	-0.19686496479597304	0.361167924608456	-0.522229990636792	False	True	False	False	False	False	False	False	False	Control_24h	#F68B33	-0.26136690928822
Q6DKI1			1.02033838337023	-0.109189560600895	-1.24359133370149	-0.279888788521331	1.45491779755108	0.0318511054618952	-1.1212280920378401	0.008635002884696891	False	False	False	False	True	False	False	False	False	Virus_10h	#CC79A7	-0.26825156335588296
Q13308			-0.554485210548926	2.4218050674797698	0.154700663211075	-0.942572038232495	-0.24179143228542999	-0.521265733962375	0.23302271476941397	-0.640868082189933	False	True	False	False	False	False	False	False	False	Control_24h	#F68B33	-0.288230189799784
P0DTC2	Spike glycoprotein (S glycoprotein) (E2) (Peplomer protein) [Cleaved into: Spike protein S1; Spike protein S2; Spike protein S2']	Severe acute respiratory syndrome coronavirus 2 (2019-nCoV) (SARS-CoV-2)	-0.40616079975775704	-0.40670028793501795	-0.41464046103295094	-0.39113310403383394	0.0531771386199654	2.3067916474125	-0.413429378585266	-0.332915292525387	False	False	False	False	False	True	False	False	False	Virus_24h	#F0E442	-0.288313386807352
P09601			0.89181098757589	0.5650942229571929	-1.21561122756877	0.14875356094367	0.661044123528167	-0.0689400806393532	-1.4482778206412898	0.32649713922049606	True	False	False	False	False	False	False	False	False	Control_10h	#388ECC	-0.29402426544436894
Q9NY93			1.29900623194944	0.748699432606989	-0.30869396075857103	-0.9683545350807449	1.09571603506461	-0.28796630468837203	-1.36991127159642	-0.30354585628906	True	False	False	False	False	False	False	False	False	Control_10h	#388ECC	-0.296570521385164
P06748	Nucleophosmin;NPM1;ortholog	chaperone(PC00072)	-0.452567531073964	-0.3710483669192629	0.00125856681625262	-0.650622205109169	-0.151716070528323	2.54266995975652	-0.522554059375833	-0.30614802902131605	False	False	False	False	False	True	False	False	False	Virus_24h	#F0E442	-0.29729802773550396
P0DTC1	Replicase polyprotein 1a (pp1a) (ORF1a polyprotein) [Cleaved into: Non-structural protein 1 (nsp1) (Leader protein); Non-structural protein 2 (nsp2) (p65 homolog); Non-structural protein 3 (nsp3) (EC 3.4.19.12) (EC 3.4.22.-) (PL2-PRO) (Papain-like proteinase) (PL-PRO) (SARS coronavirus main proteinase); Non-structural protein 4 (nsp4); 3C-like proteinase (3CL-PRO) (3CLp) (EC 3.4.22.69) (nsp5); Non-structural protein 6 (nsp6); Non-structural protein 7 (nsp7); Non-structural protein 8 (nsp8); Non-structural protein 9 (nsp9); Non-structural protein 10 (nsp10) (Growth factor-like peptide) (GFL); Non-structural protein 11 (nsp11)]	Severe acute respiratory syndrome coronavirus 2 (2019-nCoV) (SARS-CoV-2)	-0.39873318980213396	-0.4097629144620039	-0.419105913600899	-0.41388529938625895	-0.11614387914242301	2.5462713448011	-0.424255056709166	-0.364385091698214	False	False	False	False	False	True	False	False	False	Virus_24h	#F0E442	-0.304832899680701
P0DTC6	Non-structural protein 6 (ns6) (Accessory protein 6) (Protein X3)	Severe acute respiratory syndrome coronavirus 2 (2019-nCoV) (SARS-CoV-2)	-0.40432956063500797	-0.37860344509705296	-0.42893779490369105	-0.39858725332021205	-0.186597476193311	2.5136900108867497	-0.43585981923053796	-0.331364524579105	False	False	False	False	False	True	False	False	False	Virus_24h	#F0E442	-0.3277136475117439
Q71RC2			0.896133705593855	0.5009453065421321	-1.02026895114286	-0.27350151710894605	1.50092171783093	-0.0196946216485635	-1.01444958442538	-0.43723235978862895	False	False	False	False	True	False	False	False	False	Virus_10h	#CC79A7	-0.346225156772395
P04183			-0.7148233640752959	2.42030295086093	-0.278034949734368	-0.48225487459896005	-0.5786637168631961	0.392170029225512	-0.281566024378005	-0.47800936131547495	False	True	False	False	False	False	False	False	False	Control_24h	#F68B33	-0.37675756067755395
P31350			-0.6084450494207599	2.6501624416822995	-0.0496196105829217	-0.47429305214965	-0.641834789123351	-0.15681773510076003	-0.20529902921103302	-0.39485863492648793	False	True	False	False	False	False	False	False	False	Control_24h	#F68B33	-0.38978018565023603
P00374			-0.613883829118504	2.41369610959285	0.159712033948099	-0.79307371072973	-0.606045230080572	0.285284536311361	-0.225576367083095	-0.5461463692368879	False	True	False	False	False	False	False	False	False	Control_24h	#F68B33	-0.391759324692305
P20248			-0.823145671697832	2.3192571786667595	0.079684118596874	-0.654767003422131	-0.492566522641239	0.45867287190692	-0.163287951442823	-0.684505293174074	False	True	False	False	False	False	False	False	False	Control_24h	#F68B33	-0.404566605190681
